,home,away,home_total,home_ml,away_total,away_ml
1254,NewOrleans,OklahomaCity,110,-330,111,270
1255,Milwaukee,Detroit,130,-1000,115,650
1256,Phoenix,Toronto,123,-150,115,130
1257,Sacramento,Chicago,128,-300,124,250
1258,GoldenState,LAClippers,101,180,108,-210
1259,Brooklyn,Philadelphia,122,160,109,-180
1260,Memphis,Cleveland,90,-240,94,200
1261,Portland,Minnesota,135,-500,117,400
1262,Denver,Dallas,117,-145,124,125
1263,LALakers,SanAntonio,109,-400,118,330
1264,Detroit,Phoenix,110,270,105,-330
1265,NewOrleans,Charlotte,110,-270,118,230
1266,Boston,Washington,116,-175,107,155
1267,NewYork,OklahomaCity,89,-150,101,130
1268,Milwaukee,Utah,118,-240,131,200
1269,Houston,Orlando,132,-280,90,240
1270,Memphis,Brooklyn,115,-110,110,-110
1271,Sacramento,Toronto,123,100,144,-120
1272,GoldenState,LAClippers,115,210,105,-250
1273,LALakers,Chicago,117,-420,115,350
1274,Philadelphia,Denver,103,700,115,-1100
1275,Washington,Miami,124,500,128,-700
1276,Charlotte,Atlanta,113,175,105,-200
1277,Indiana,Phoenix,117,-150,125,130
1278,Minnesota,SanAntonio,122,140,125,-160
1279,Milwaukee,Cleveland,100,-420,90,350
1280,Dallas,Orlando,112,-260,98,220
1281,Sacramento,Portland,99,180,125,-210
1282,Detroit,Utah,86,330,96,-400
1283,LAClippers,Chicago,130,-1000,127,650
1284,Brooklyn,OklahomaCity,116,-350,129,290
1285,NewYork,Denver,89,190,114,-220
1286,Houston,LALakers,102,160,120,-180
1287,Minnesota,SanAntonio,96,165,88,-185
1288,GoldenState,Toronto,106,130,105,-150
1289,Cleveland,Memphis,91,115,101,-135
1290,Washington,Phoenix,128,210,107,-250
1291,Orlando,Milwaukee,99,400,121,-500
1292,Charlotte,NewYork,109,-190,88,170
1293,Atlanta,Philadelphia,112,-240,94,200
1294,Portland,Toronto,112,-200,111,175
1295,Sacramento,Indiana,127,150,122,-170
1296,Philadelphia,Miami,137,-380,134,320
1297,Cleveland,Utah,87,650,117,-1000
1298,Brooklyn,Denver,122,-130,116,110
1299,OklahomaCity,SanAntonio,102,115,112,-135
1300,Houston,LALakers,100,150,117,-170
1301,GoldenState,Indiana,95,-155,104,135
1302,Detroit,Milwaukee,101,450,110,-600
1303,Charlotte,Dallas,93,130,104,-150
1304,NewYork,Brooklyn,109,125,116,-145
1305,OklahomaCity,LALakers,99,450,128,-600
1306,Minnesota,Memphis,107,-145,118,125
1307,Sacramento,Portland,126,175,132,-200
1308,LAClippers,NewOrleans,111,-650,106,475
1309,Philadelphia,Miami,125,-360,108,300
1310,Toronto,Charlotte,111,-550,108,425
1311,SanAntonio,Houston,105,-300,109,250
1312,Denver,GoldenState,114,-190,104,170
1313,Portland,Indiana,87,-140,111,120
1314,Cleveland,NewYork,106,120,103,-140
1315,Boston,Orlando,124,-180,97,160
1316,Milwaukee,Dallas,112,-310,109,260
1317,OklahomaCity,Chicago,127,110,125,-130
1318,Utah,Atlanta,116,-240,92,200
1319,LALakers,NewOrleans,112,-420,95,350
1320,Sacramento,LAClippers,100,250,138,-300
1321,SanAntonio,Houston,103,-310,91,260
1322,Brooklyn,Orlando,122,-450,115,375
1323,Toronto,Charlotte,116,-270,113,230
1324,Memphis,Philadelphia,106,-130,104,110
1325,Miami,Detroit,100,-230,120,195
1326,Portland,Atlanta,112,-190,106,170
1327,Boston,NewYork,75,-310,105,260
1328,Dallas,Chicago,101,-265,117,225
1329,Denver,Utah,105,110,109,-130
1330,Sacramento,NewOrleans,123,125,128,-145
1331,LAClippers,Indiana,129,-360,96,300
1332,NewYork,Orlando,91,110,84,-130
1333,Atlanta,Minnesota,108,-300,97,250
1334,Portland,SanAntonio,104,105,125,-125
1335,Miami,Detroit,113,-250,107,210
1336,Memphis,Phoenix,108,175,104,-200
1337,Toronto,Dallas,116,-155,93,135
1338,Brooklyn,Milwaukee,125,155,123,-175
1339,Chicago,Houston,125,110,120,-130
1340,LALakers,GoldenState,113,-450,115,375
1341,Denver,OklahomaCity,119,-500,101,400
1342,Utah,NewOrleans,118,-250,102,210
1343,Philadelphia,Boston,117,-200,109,175
1344,Cleveland,Brooklyn,147,450,135,-600
1345,Indiana,Dallas,112,120,124,-140
1346,Atlanta,Detroit,123,-190,115,170
1347,Toronto,Miami,102,-175,111,155
1348,Minnesota,Orlando,96,160,97,-180
1349,Houston,Phoenix,103,190,109,-220
1350,LAClippers,Sacramento,115,-650,96,475
1351,GoldenState,SanAntonio,121,-120,99,100
1352,Milwaukee,LALakers,106,-120,113,100
1353,GoldenState,NewYork,104,-210,119,180
1354,Utah,NewOrleans,129,-280,118,240
1355,Charlotte,Chicago,110,-155,123,135
1356,Indiana,Orlando,120,-190,118,170
1357,Detroit,Houston,102,-145,103,125
1358,Philadelphia,Boston,122,-180,110,160
1359,Toronto,Miami,101,-135,81,115
1360,Cleveland,Brooklyn,125,220,113,-260
1361,Minnesota,Atlanta,98,200,116,-240
1362,SanAntonio,Dallas,117,115,122,-135
1363,LAClippers,OklahomaCity,120,-1300,106,775
1364,Sacramento,NewYork,103,-165,94,145
1365,Phoenix,Denver,126,-120,130,100
1366,Utah,GoldenState,127,-300,108,250
1367,Detroit,Philadelphia,110,320,114,-380
1368,Brooklyn,Miami,128,-340,124,280
1369,Minnesota,NewOrleans,120,310,110,-370
1370,Chicago,LALakers,90,400,101,-500
1371,Dallas,Houston,108,-320,133,265
1372,Phoenix,Denver,112,135,120,-155
1373,Indiana,Toronto,102,-185,107,165
1374,Boston,Cleveland,141,-250,103,210
1375,LAClippers,OklahomaCity,108,-1400,100,800
1376,Orlando,Charlotte,104,110,107,-130
1377,SanAntonio,Washington,121,-240,101,200
1378,Milwaukee,Atlanta,129,-950,115,625
1379,Portland,NewYork,116,-175,113,155
1380,Orlando,Charlotte,117,-110,108,-110
1381,Detroit,Philadelphia,119,170,104,-190
1382,Indiana,Toronto,129,-135,114,115
1383,Cleveland,LALakers,108,550,115,-800
1384,Brooklyn,Miami,98,-330,85,270
1385,Chicago,Boston,103,155,119,-175
1386,Dallas,Denver,113,110,117,-130
1387,Portland,OklahomaCity,122,-200,125,175
1388,GoldenState,Minnesota,130,-370,108,310
1389,Atlanta,LAClippers,108,-240,99,200
1390,Houston,Washington,107,-160,88,140
1391,Utah,NewYork,108,-700,94,500
1392,Cleveland,Detroit,122,-130,107,110
1393,Orlando,Sacramento,107,-130,121,110
1394,Charlotte,Indiana,106,125,116,-145
1395,Toronto,Milwaukee,108,210,115,-250
1396,Atlanta,Brooklyn,128,195,132,-230
1397,Philadelphia,LALakers,107,155,106,-175
1398,Miami,Denver,82,200,109,-240
1399,NewOrleans,Washington,124,-360,106,300
1400,SanAntonio,Boston,110,170,106,-190
1401,Utah,Dallas,116,-135,104,115
1402,Phoenix,OklahomaCity,97,-330,102,270
1403,GoldenState,Minnesota,123,-420,111,350
1404,Miami,LAClippers,105,-165,109,145
1405,Detroit,LALakers,107,260,92,-310
1406,Phoenix,GoldenState,114,-130,93,110
1407,Houston,Portland,104,-190,101,170
1408,Washington,Atlanta,100,145,116,-165
1409,Orlando,LAClippers,90,270,116,-330
1410,Charlotte,Indiana,108,140,105,-160
1411,Toronto,Sacramento,124,-220,126,190
1412,NewOrleans,Milwaukee,131,240,126,-280
1413,NewYork,Cleveland,102,-125,81,105
1414,OklahomaCity,Brooklyn,125,220,147,-260
1415,Minnesota,Philadelphia,94,390,118,-480
1416,SanAntonio,Denver,119,155,109,-175
1417,Utah,Dallas,120,-170,101,150
1418,Chicago,Portland,122,-130,123,110
1419,Charlotte,Milwaukee,126,350,114,-420
1420,NewOrleans,Houston,112,-135,126,115
1421,Miami,Sacramento,105,-260,104,220
1422,Boston,LALakers,95,145,96,-165
1423,Dallas,Phoenix,105,-110,111,-110
1424,GoldenState,Detroit,118,-220,91,190
1425,SanAntonio,Memphis,112,-170,129,150
1426,Denver,Utah,128,135,117,-155
1427,Indiana,Philadelphia,110,-145,119,125
1428,NewYork,LAClippers,115,375,129,-450
1429,Toronto,Orlando,115,-240,102,200
1430,Washington,Brooklyn,149,200,146,-240
1431,Minnesota,Cleveland,109,140,104,-160
1432,Cleveland,Minnesota,100,-165,98,145
1433,Atlanta,LALakers,99,250,107,-300
1434,Miami,Charlotte,121,-310,129,260
1435,NewOrleans,Sacramento,109,-145,118,125
1436,Chicago,NewYork,110,-160,102,140
1437,OklahomaCity,Houston,106,175,136,-200
1438,Milwaukee,Portland,134,-500,106,400
1439,SanAntonio,Memphis,102,-175,133,155
1440,Dallas,Phoenix,108,-140,109,120
1441,Indiana,Memphis,134,-180,116,160
1442,Orlando,Toronto,108,220,123,-260
1443,Brooklyn,LAClippers,124,100,120,-120
1444,Utah,Detroit,117,-1000,105,650
1445,GoldenState,Boston,107,120,111,-140
1446,Washington,Portland,121,-140,132,120
1447,Milwaukee,Indiana,130,-400,110,330
1448,Charlotte,Philadelphia,111,260,118,-310
1449,Cleveland,LAClippers,99,350,121,-420
1450,Miami,Washington,100,-420,103,350
1451,Atlanta,Dallas,116,110,122,-130
1452,OklahomaCity,Houston,104,210,87,-250
1453,Chicago,NewYork,103,-125,107,105
1454,SanAntonio,Minnesota,111,-340,108,280
1455,NewOrleans,Phoenix,123,135,101,-155
1456,Sacramento,Boston,116,-110,111,-110
1457,Philadelphia,Portland,105,-500,121,400
1458,Dallas,GoldenState,116,-175,147,155
1459,Atlanta,Utah,91,375,112,-450
1460,Memphis,Houston,103,-165,115,145
1461,LALakers,Denver,114,-200,93,175
1462,Orlando,Chicago,123,115,119,-135
1463,Charlotte,Utah,121,300,138,-360
1464,Indiana,NewOrleans,113,-125,114,105
1465,Cleveland,Milwaukee,105,500,123,-700
1466,Brooklyn,Toronto,117,-220,123,190
1467,OklahomaCity,Minnesota,103,120,106,-140
1468,Miami,Washington,122,-290,95,245
1469,Phoenix,Detroit,109,-360,92,300
1470,LAClippers,Boston,115,-210,119,180
1471,NewYork,Portland,110,100,99,-120
1472,Sacramento,Denver,119,105,114,-125
1473,NewOrleans,Memphis,118,100,109,-120
1474,Orlando,Chicago,92,100,118,-120
1475,Philadelphia,Brooklyn,124,-290,108,245
1476,Atlanta,Toronto,132,100,121,-120
1477,Cleveland,Milwaukee,99,475,124,-650
1478,OklahomaCity,Minnesota,120,-135,118,115
1479,Houston,SanAntonio,106,-120,111,100
1480,Dallas,GoldenState,134,-185,132,165
1481,LALakers,Detroit,135,-1600,129,900
1482,Indiana,Utah,95,190,103,-220
1483,NewYork,Miami,103,200,109,-240
1484,Phoenix,Boston,100,-145,91,125
1485,LAClippers,Sacramento,110,-360,113,300
1486,Charlotte,Washington,119,105,97,-125
1487,Charlotte,Houston,119,105,94,-125
1488,Memphis,Toronto,113,130,128,-150
1489,Chicago,Washington,101,-190,105,170
1490,SanAntonio,GoldenState,105,-120,100,100
1491,Dallas,Minnesota,127,-550,122,425
1492,Phoenix,Cleveland,119,-240,113,200
1493,Denver,Milwaukee,112,110,125,-130
1494,LALakers,OklahomaCity,119,-700,112,500
1495,Detroit,Brooklyn,122,195,111,-230
1496,Miami,NewYork,98,-240,96,200
1497,NewOrleans,Houston,130,-270,101,230
1498,SanAntonio,GoldenState,91,-110,114,-110
1499,Sacramento,Philadelphia,111,180,119,-210
1500,Utah,Boston,122,-210,108,180
1501,Portland,Orlando,106,-250,97,210
1502,Washington,Toronto,115,180,137,-210
1503,Brooklyn,Indiana,104,-105,94,-115
1504,Dallas,Atlanta,118,-155,117,135
1505,Minnesota,LAClippers,112,360,119,-430
1506,Chicago,NewOrleans,129,120,116,-140
1507,Memphis,Charlotte,130,-140,114,120
1508,Denver,Cleveland,133,-500,95,400
1509,LALakers,OklahomaCity,114,-850,113,575
1510,Phoenix,Milwaukee,125,160,124,-180
1511,Detroit,Indiana,95,155,111,-175
1512,Houston,Miami,94,110,101,-130
1513,Portland,Philadelphia,118,195,114,-230
1514,GoldenState,Orlando,111,-380,105,320
1515,Boston,Toronto,120,-145,106,125
1516,Charlotte,Minnesota,120,-140,114,120
1517,Washington,NewYork,91,130,109,-150
1518,Atlanta,SanAntonio,114,-135,125,115
1519,Dallas,NewOrleans,143,-150,130,130
1520,Chicago,LAClippers,106,250,125,-300
1521,Utah,Milwaukee,129,-140,115,120
1522,Denver,OklahomaCity,97,-1000,95,650
1523,Sacramento,Orlando,112,-265,123,225
1524,LALakers,Memphis,115,-360,105,300
1525,Portland,Cleveland,129,-185,110,165
1526,Boston,Detroit,102,-350,108,290
1527,Phoenix,Philadelphia,120,-115,111,-105
1528,Atlanta,Indiana,113,-105,125,-115
1529,NewYork,Houston,121,100,99,-120
1530,GoldenState,Brooklyn,117,140,134,-160
1531,Utah,Miami,112,-280,94,240
1532,Dallas,Portland,118,-210,121,180
1533,Toronto,Minnesota,112,-350,116,290
1534,Charlotte,SanAntonio,110,150,122,-170
1535,OklahomaCity,Milwaukee,114,650,109,-1000
1536,Denver,LALakers,122,130,105,-150
1537,Phoenix,Orlando,109,-750,90,525
1538,Sacramento,Memphis,110,-125,124,105
1539,LAClippers,Cleveland,128,-490,111,395
1540,Washington,Boston,104,240,91,-280
1541,Detroit,NewOrleans,123,190,112,-220
1542,Indiana,Chicago,112,-190,120,170
1543,Washington,Houston,131,-125,119,105
1544,NewYork,Atlanta,123,105,112,-125
1545,Utah,Philadelphia,134,-380,123,320
1546,LAClippers,Miami,125,200,118,-240
1547,GoldenState,Cleveland,129,-600,98,450
1548,Sacramento,Brooklyn,125,170,136,-190
1549,Boston,Denver,112,-130,99,110
1550,Memphis,NewOrleans,113,-105,144,-115
1551,Milwaukee,Toronto,113,-250,124,210
1552,Minnesota,LALakers,104,225,112,-265
1553,OklahomaCity,Portland,104,190,115,-220
1554,Phoenix,Brooklyn,124,-330,128,270
1555,Orlando,NewYork,107,140,89,-160
1556,Washington,Denver,130,155,128,-175
1557,Philadelphia,Houston,118,-400,113,330
1558,Boston,Atlanta,114,-130,122,110
1559,NewOrleans,Portland,124,-170,126,150
1560,Minnesota,Indiana,128,175,134,-200
1561,GoldenState,Miami,120,-105,112,-115
1562,LAClippers,Utah,96,220,114,-260
1563,Chicago,Detroit,105,-150,102,130
1564,Memphis,OklahomaCity,122,-265,113,225
1565,Milwaukee,Toronto,96,-330,110,270
1566,LALakers,Brooklyn,98,-150,109,130
1567,Sacramento,Miami,110,-115,118,-105
1568,Orlando,GoldenState,124,175,120,-200
1569,Philadelphia,Chicago,112,-250,105,210
1570,Boston,Atlanta,121,-200,109,175
1571,Memphis,Detroit,109,-190,95,170
1572,Milwaukee,OklahomaCity,98,-600,85,450
1573,NewOrleans,Phoenix,114,145,132,-165
1574,Minnesota,Toronto,81,135,86,-155
1575,LAClippers,Utah,116,-110,112,-110
1576,Cleveland,Denver,103,375,120,-450
1577,Charlotte,GoldenState,102,110,100,-130
1578,Memphis,Phoenix,97,220,128,-260
1579,Chicago,Sacramento,122,-105,114,-115
1580,LALakers,Miami,94,-165,96,145
1581,Portland,Washington,111,-175,118,155
1582,NewOrleans,Boston,120,120,115,-140
1583,Toronto,Philadelphia,110,130,103,-150
1584,Orlando,Detroit,105,-165,96,145
1585,Cleveland,OklahomaCity,101,130,117,-150
1586,NewYork,Minnesota,103,-155,99,135
1587,Atlanta,Denver,123,125,115,-145
1588,LAClippers,Brooklyn,108,-265,112,225
1589,Milwaukee,Sacramento,128,-600,115,450
1590,Houston,Chicago,100,-110,120,-110
1591,OklahomaCity,Miami,94,240,108,-280
1592,Dallas,Memphis,102,-185,92,165
1593,Phoenix,Portland,132,-250,100,210
1594,Utah,Charlotte,132,-950,110,625
1595,LALakers,Washington,124,-280,127,240
1596,Cleveland,Atlanta,112,270,111,-330
1597,Orlando,Detroit,93,-175,105,155
1598,NewYork,GoldenState,106,150,114,-170
1599,Dallas,Boston,110,120,107,-140
1600,Brooklyn,Sacramento,127,-250,118,210
1601,Toronto,Philadelphia,102,125,109,-145
1602,Milwaukee,Minnesota,139,-700,112,500
1603,Denver,Portland,111,-250,106,210
1604,LAClippers,Washington,135,-900,116,600
1605,Indiana,GoldenState,107,-135,111,115
1606,Miami,Toronto,116,-120,108,100
1607,Cleveland,Houston,112,155,96,-175
1608,Atlanta,Boston,127,105,112,-125
1609,OklahomaCity,SanAntonio,102,-110,99,-110
1610,Chicago,Minnesota,133,-180,126,160
1611,NewOrleans,Detroit,128,-800,118,550
1612,Phoenix,Charlotte,121,-420,124,350
1613,Utah,LALakers,114,-400,89,330
1614,Philadelphia,Dallas,111,-195,97,175
1615,Brooklyn,Orlando,129,-400,92,330
1616,NewYork,Sacramento,140,-115,121,-105
1617,Memphis,LAClippers,122,280,94,-340
1618,Denver,Washington,110,-350,112,290
1619,Milwaukee,NewOrleans,129,-320,125,265
1620,Detroit,Sacramento,107,-105,110,-115
1621,Boston,Indiana,118,-140,112,120
1622,Toronto,Houston,122,-275,111,235
1623,Chicago,Phoenix,97,210,106,-250
1624,Memphis,LAClippers,99,265,119,-320
1625,Miami,Utah,124,210,116,-250
1626,OklahomaCity,Atlanta,118,180,109,-210
1627,LALakers,Portland,102,-190,93,170
1628,GoldenState,Charlotte,130,-260,121,220
1629,Philadelphia,Cleveland,109,-700,112,500
1630,SanAntonio,NewOrleans,117,115,114,-135
1631,Orlando,Utah,109,400,124,-500
1632,Washington,Minnesota,128,-170,112,150
1633,NewYork,Indiana,110,-110,107,-110
1634,OklahomaCity,Denver,96,240,126,-280
1635,Brooklyn,Dallas,98,-120,115,100
1636,Milwaukee,LAClippers,105,-125,100,105
1637,Detroit,NewYork,90,-105,109,-115
1638,Miami,Atlanta,109,-140,99,120
1639,Boston,Washington,111,-250,110,210
1640,Houston,Memphis,84,150,133,-170
1641,LALakers,GoldenState,117,-145,91,125
1642,Minnesota,Phoenix,99,450,118,-600
1643,Sacramento,Charlotte,126,-170,127,150
1644,Orlando,Dallas,124,235,130,-275
1645,Philadelphia,Indiana,130,-160,114,140
1646,NewOrleans,Utah,129,240,124,-280
1647,Houston,Cleveland,90,-150,101,130
1648,Chicago,Denver,112,160,118,-180
1649,SanAntonio,Brooklyn,113,150,124,-170
1650,Portland,Charlotte,123,-350,111,290
1651,Washington,Memphis,111,-120,125,100
1652,Miami,Atlanta,80,-130,94,110
1653,Boston,LAClippers,117,180,112,-210
1654,Milwaukee,Denver,97,-330,128,270
1655,SanAntonio,NewYork,119,110,93,-130
1656,LALakers,Phoenix,104,100,114,-120
1657,Orlando,Atlanta,112,130,115,-150
1658,Cleveland,Indiana,111,230,114,-270
1659,Philadelphia,Utah,131,135,123,-155
1660,Houston,Brooklyn,114,450,132,-600
1661,NewOrleans,Chicago,124,-230,128,195
1662,Minnesota,Charlotte,102,115,135,-135
1663,Dallas,OklahomaCity,87,-200,78,175
1664,Sacramento,LALakers,123,-185,120,165
1665,Portland,GoldenState,108,-105,106,-115
1666,Toronto,Detroit,105,-330,129,270
1667,Boston,Toronto,132,-365,125,305
1668,Washington,LAClippers,119,235,117,-275
1669,Indiana,Denver,103,150,113,-170
1670,Memphis,Milwaukee,111,200,112,-240
1671,SanAntonio,OklahomaCity,102,-270,107,230
1672,NewOrleans,Miami,93,110,103,-130
1673,Portland,Sacramento,123,-180,119,160
1674,NewYork,Detroit,114,-290,104,245
1675,Phoenix,GoldenState,120,-800,98,550
1676,Memphis,Washington,127,-160,112,140
1677,Dallas,SanAntonio,115,-180,104,160
1678,Charlotte,Detroit,105,-190,102,170
1679,Brooklyn,Boston,121,-140,109,120
1680,Toronto,Atlanta,120,125,121,-145
1681,Miami,Orlando,111,-420,103,350
1682,Chicago,Philadelphia,105,-160,127,140
1683,NewOrleans,Minnesota,105,-360,135,300
1684,Milwaukee,NewYork,134,-650,101,475
1685,OklahomaCity,Dallas,116,115,108,-135
1686,LAClippers,GoldenState,130,-280,104,240
1687,Sacramento,Houston,125,-210,105,180
1688,Portland,Phoenix,121,160,127,-180
1689,NewOrleans,Cleveland,116,-280,82,240
1690,Washington,Philadelphia,101,135,127,-155
1691,Memphis,Denver,102,130,103,-150
1692,SanAntonio,Orlando,104,-320,77,265
1693,Chicago,Miami,90,110,101,-130
1694,Utah,Houston,114,-5000,99,1500
1695,LALakers,Indiana,105,-190,100,170
1696,OklahomaCity,NewYork,97,155,119,-175
1697,Brooklyn,Detroit,100,-700,95,500
1698,Washington,Milwaukee,119,650,125,-1000
1699,Charlotte,Toronto,114,-140,104,120
1700,Atlanta,Sacramento,121,-190,106,170
1701,Minnesota,Portland,121,180,125,-210
1702,Denver,Dallas,103,-130,116,110
1703,Phoenix,Indiana,111,-300,122,250
1704,OklahomaCity,Memphis,128,340,122,-410
1705,GoldenState,Utah,131,260,119,-310
1706,Philadelphia,SanAntonio,134,-210,99,180
1707,Orlando,Miami,97,250,102,-300
1708,Atlanta,Cleveland,100,-220,82,190
1709,Houston,Boston,107,500,134,-700
1710,Minnesota,Portland,114,165,112,-185
1711,Chicago,Toronto,118,-170,95,150
1712,NewOrleans,LAClippers,135,210,115,-250
1713,Washington,Milwaukee,122,290,133,-350
1714,Charlotte,Sacramento,122,-160,116,140
1715,Brooklyn,NewYork,117,-350,112,290
1716,Detroit,SanAntonio,99,100,109,-120
1717,Denver,Indiana,121,-185,106,165
1718,Dallas,LAClippers,99,105,109,-125
1719,Phoenix,Memphis,122,-310,99,260
1720,GoldenState,LALakers,97,115,128,-135
1721,Boston,Utah,109,140,117,-160
1722,Chicago,OklahomaCity,123,-280,102,240
1723,Houston,Atlanta,107,320,119,-380
1724,Miami,Cleveland,113,-600,98,450
1725,Philadelphia,NewYork,99,-300,96,250
1726,Portland,NewOrleans,125,-130,124,110
1727,LALakers,Minnesota,137,-350,121,290
1728,Philadelphia,Milwaukee,105,200,109,-240
1729,Indiana,Brooklyn,115,-120,124,100
1730,Detroit,Toronto,116,210,112,-250
1731,Washington,Sacramento,119,-115,121,-105
1732,Houston,GoldenState,94,500,108,-700
1733,Cleveland,Boston,117,280,110,-340
1734,Chicago,SanAntonio,99,-125,106,105
1735,Memphis,Miami,89,100,85,-120
1736,Denver,Charlotte,129,-260,104,220
1737,Dallas,LAClippers,105,120,89,-140
1738,Washington,Utah,131,500,122,-700
1739,NewYork,Orlando,94,-210,93,180
1740,Atlanta,OklahomaCity,116,-320,93,265
1741,Phoenix,Minnesota,119,-650,123,475
1742,Portland,NewOrleans,101,-125,93,105
1743,LALakers,Charlotte,116,-300,105,250
1744,Cleveland,SanAntonio,110,175,116,-200
1745,Boston,Sacramento,96,-280,107,240
1746,Memphis,GoldenState,103,-270,116,230
1747,Houston,Detroit,100,-130,113,110
1748,Toronto,Utah,112,165,115,-185
1749,Orlando,Brooklyn,121,475,113,-650
1750,Miami,Indiana,110,-180,137,160
1751,Denver,Chicago,131,-290,127,245
1752,Portland,Dallas,125,145,119,-165
1753,Phoenix,Minnesota,113,-750,101,525
1754,LALakers,Atlanta,94,-175,99,155
1755,Philadelphia,Sacramento,129,-220,105,190
1756,Memphis,GoldenState,111,-265,103,225
1757,Milwaukee,SanAntonio,120,-800,113,550
1758,LAClippers,Charlotte,125,-500,98,400
1759,Miami,Indiana,106,-160,109,140
1760,Houston,OklahomaCity,112,-200,114,175
1761,Denver,NewOrleans,108,-260,113,220
1762,Boston,Orlando,112,-370,96,310
1763,Brooklyn,Washington,113,-380,106,320
1764,Detroit,Chicago,86,130,100,-150
1765,Cleveland,Toronto,116,250,105,-300
1766,NewYork,Philadelphia,100,105,101,-125
1767,Phoenix,LALakers,111,-550,94,425
1768,Portland,Dallas,92,110,132,-130
1769,Cleveland,Sacramento,105,160,119,-180
1770,Minnesota,OklahomaCity,103,-190,112,170
1771,SanAntonio,Charlotte,97,-220,100,190
1772,Memphis,Boston,132,-185,126,165
1773,Milwaukee,Indiana,140,-270,113,230
1774,Houston,Toronto,117,320,99,-380
1775,Chicago,Utah,95,400,120,-500
1776,LAClippers,Atlanta,119,-260,110,220
1777,Orlando,Denver,99,290,110,-350
1778,NewOrleans,LALakers,128,-250,111,210
1779,NewYork,Washington,131,-150,113,130
1780,Miami,Phoenix,100,110,110,-130
1781,GoldenState,Philadelphia,98,160,108,-180
1782,Portland,Brooklyn,112,-140,116,120
1783,Indiana,Detroit,116,-300,111,250
1784,Toronto,Denver,135,105,111,-125
1785,Milwaukee,Boston,121,-290,119,245
1786,Orlando,Phoenix,112,375,111,-450
1787,Minnesota,Dallas,108,290,128,-350
1788,Chicago,Cleveland,94,-320,103,265
1789,Houston,Charlotte,97,160,122,-180
1790,OklahomaCity,Memphis,107,245,116,-290
1791,SanAntonio,LAClippers,101,200,134,-240
1792,Sacramento,Atlanta,110,130,108,-150
1793,Utah,Brooklyn,118,-1100,88,700
1794,Miami,Portland,122,125,125,-145
1795,NewYork,Washington,106,-140,102,120
1796,SanAntonio,LAClippers,85,100,98,-120
1797,Sacramento,GoldenState,141,-185,119,165
1798,LALakers,Philadelphia,101,200,109,-240
1799,Detroit,Brooklyn,111,245,113,-290
1800,Milwaukee,Boston,114,-240,122,200
1801,Toronto,Phoenix,100,150,104,-170
1802,NewOrleans,Denver,108,120,113,-140
1803,Minnesota,Houston,107,-170,101,150
1804,Orlando,Portland,105,425,112,-550
1805,Charlotte,Miami,110,145,105,-165
1806,Dallas,Indiana,94,105,109,-125
1807,Utah,Memphis,117,-500,114,400
1808,GoldenState,Atlanta,108,225,124,-265
1809,LALakers,Cleveland,100,-185,86,165
1810,Washington,Detroit,106,-210,92,180
1811,Minnesota,Houston,107,-175,129,155
1812,Milwaukee,NewYork,96,115,102,-135
1813,SanAntonio,Chicago,120,-120,104,100
1814,NewOrleans,Dallas,112,-190,103,170
1815,OklahomaCity,Boston,94,215,111,-255
1816,Utah,Memphis,126,-420,110,350
1817,Sacramento,Cleveland,100,-390,98,325
1818,LAClippers,Philadelphia,122,-225,112,195
1819,Charlotte,Phoenix,97,210,101,-250
1820,Toronto,Portland,117,115,122,-135
1821,Denver,Atlanta,126,-200,102,175
1822,LALakers,Orlando,96,-280,93,240
1823,Washington,Indiana,132,240,124,-280
1824,Brooklyn,Minnesota,112,-700,107,500
1825,NewYork,Miami,88,140,98,-160
1826,Boston,NewOrleans,109,-150,115,130
1827,Houston,Memphis,110,310,120,-370
1828,OklahomaCity,Dallas,106,500,127,-700
1829,Detroit,Toronto,118,180,104,-210
1830,SanAntonio,Sacramento,115,-140,132,120
1831,Utah,Cleveland,114,-2500,75,1100
1832,GoldenState,Chicago,116,-125,102,105
1833,LAClippers,Milwaukee,129,120,105,-140
1834,Washington,Charlotte,104,160,114,-180
1835,Denver,Philadelphia,104,-220,95,190
1836,Phoenix,Atlanta,117,-220,110,190
1837,LAClippers,Orlando,96,-700,103,500
1838,Indiana,Miami,87,105,92,-125
1839,Detroit,Portland,101,260,124,-310
1840,Brooklyn,Houston,120,-1100,108,700
1841,Boston,Dallas,108,-120,113,100
1842,Memphis,Utah,107,195,111,-230
1843,Minnesota,NewYork,102,135,101,-155
1844,OklahomaCity,Toronto,113,275,103,-335
1845,SanAntonio,Sacramento,120,-140,106,120
1846,LALakers,Milwaukee,97,320,112,-380
1847,Phoenix,Chicago,121,-380,116,320
1848,Cleveland,Philadelphia,94,400,114,-500
1849,Detroit,Washington,120,-105,91,-115
1850,Brooklyn,Charlotte,111,-140,89,120
1851,Miami,GoldenState,116,-150,109,130
1852,NewOrleans,Orlando,110,-210,115,180
1853,SanAntonio,Atlanta,129,-115,134,-105
1854,LAClippers,Denver,94,-130,101,110
1855,Toronto,GoldenState,130,-200,77,175
1856,Boston,Houston,118,-850,102,575
1857,NewYork,Dallas,86,175,99,-200
1858,Indiana,Charlotte,97,-190,114,170
1859,Memphis,Minnesota,120,-255,108,215
1860,NewOrleans,Atlanta,103,100,126,-120
