,home,away,home_total,home_ml,away_total,away_ml
2466,Sacramento,Phoenix,104,135,109,-155
2467,LALakers,Charlotte,126,-135,123,115
2468,Philadelphia,Milwaukee,109,240,118,-280
2469,Utah,Atlanta,110,-360,98,300
2470,LAClippers,Portland,117,-145,109,125
2471,Cleveland,Washington,94,140,97,-160
2472,Orlando,Brooklyn,90,400,123,-500
2473,Boston,Toronto,104,-165,88,145
2474,NewYork,Milwaukee,100,-160,112,140
2475,Houston,Detroit,104,-140,112,120
2476,Memphis,Charlotte,108,-190,118,170
2477,NewOrleans,OklahomaCity,100,-180,108,160
2478,Chicago,Dallas,117,-165,107,145
2479,SanAntonio,Sacramento,136,-115,117,-105
2480,Phoenix,Portland,119,-210,109,180
2481,Denver,Indiana,101,130,98,-150
2482,GoldenState,Minnesota,123,-320,110,265
2483,LALakers,Miami,120,190,117,-220
2484,Philadelphia,Toronto,109,-175,115,155
2485,Utah,Indiana,100,-550,111,425
2486,LAClippers,Miami,112,-220,109,190
2487,Charlotte,NewYork,104,115,96,-135
2488,Cleveland,Detroit,98,-185,78,165
2489,Boston,Milwaukee,122,-200,113,175
2490,Houston,Portland,92,250,104,-300
2491,NewOrleans,Brooklyn,112,360,120,-430
2492,Memphis,Phoenix,94,115,119,-135
2493,OklahomaCity,Sacramento,105,175,103,-200
2494,SanAntonio,Dallas,109,125,123,-145
2495,Denver,Atlanta,105,-160,96,140
2496,GoldenState,Chicago,119,-220,93,190
2497,LALakers,Minnesota,83,-125,107,105
2498,Utah,Miami,105,-350,111,290
2499,Orlando,Washington,92,180,104,-210
2500,Indiana,Philadelphia,118,-180,113,160
2501,NewOrleans,Memphis,112,140,101,-160
2502,Toronto,Detroit,121,-340,127,280
2503,Cleveland,Boston,91,-135,89,115
2504,LAClippers,Minnesota,129,-275,102,235
2505,LALakers,SanAntonio,114,-140,106,120
2506,Atlanta,Milwaukee,120,-130,100,110
2507,Charlotte,GoldenState,106,180,102,-210
2508,Houston,Phoenix,89,320,115,-380
2509,OklahomaCity,Brooklyn,96,330,120,-400
2510,Denver,Portland,124,-250,95,210
2511,LAClippers,Chicago,90,-165,100,145
2512,Washington,NewOrleans,105,-170,100,150
2513,Cleveland,Boston,92,150,98,-170
2514,Detroit,Sacramento,107,160,129,-180
2515,NewYork,Indiana,92,-150,84,130
2516,Atlanta,Orlando,129,-600,111,450
2517,Memphis,Houston,136,-750,102,525
2518,Dallas,Denver,111,-210,101,180
2519,Minnesota,Phoenix,96,150,99,-170
2520,OklahomaCity,Miami,90,225,103,-265
2521,Portland,Toronto,118,-150,113,130
2522,LALakers,Chicago,103,105,121,-125
2523,Brooklyn,GoldenState,99,-145,117,125
2524,Utah,Philadelphia,120,-600,85,450
2525,LAClippers,SanAntonio,106,-300,92,250
2526,Detroit,Indiana,97,225,89,-265
2527,Charlotte,Washington,97,-120,87,100
2528,Miami,NewOrleans,113,-275,98,235
2529,NewYork,Orlando,98,-750,104,525
2530,Brooklyn,Cleveland,109,-600,99,450
2531,Atlanta,Boston,110,-200,99,175
2532,Milwaukee,LALakers,109,-420,102,350
2533,OklahomaCity,Houston,101,-150,89,130
2534,Minnesota,Sacramento,107,-145,97,125
2535,Phoenix,Dallas,105,-360,98,300
2536,Portland,Chicago,112,-160,107,140
2537,Miami,Washington,112,-265,97,225
2538,Cleveland,GoldenState,89,400,104,-500
2539,Minnesota,SanAntonio,115,-130,90,110
2540,Memphis,LAClippers,120,-110,108,-110
2541,Denver,Philadelphia,89,-320,103,265
2542,Utah,Toronto,119,-500,103,400
2543,Charlotte,Indiana,121,-105,118,-115
2544,Detroit,GoldenState,102,105,105,-125
2545,Boston,LALakers,130,-110,108,-110
2546,Brooklyn,Orlando,115,-500,113,400
2547,Milwaukee,OklahomaCity,96,-1000,89,650
2548,NewOrleans,LAClippers,94,155,81,-175
2549,Denver,Chicago,108,130,114,-150
2550,Phoenix,Dallas,112,-350,104,290
2551,Sacramento,Toronto,89,-165,108,145
2552,NewYork,Houston,106,-550,99,425
2553,Indiana,NewOrleans,111,-310,94,260
2554,Washington,Miami,103,115,100,-135
2555,Atlanta,Charlotte,115,-300,105,250
2556,Boston,OklahomaCity,111,-450,105,375
2557,Minnesota,Memphis,138,-140,95,120
2558,Milwaukee,Orlando,117,-850,108,575
2559,Sacramento,Utah,105,270,123,-330
2560,Portland,Philadelphia,118,-290,111,245
2561,LAClippers,Dallas,97,-215,91,185
2562,Detroit,LALakers,116,250,121,-300
2563,Phoenix,Denver,126,-500,97,400
2564,Chicago,NewYork,109,-210,103,180
2565,GoldenState,Toronto,119,-400,104,330
2566,Cleveland,Brooklyn,112,190,117,-220
2567,Washington,Charlotte,103,-180,109,160
2568,Atlanta,OklahomaCity,113,-900,101,600
2569,Boston,Houston,108,-700,90,500
2570,Chicago,Indiana,77,-125,109,105
2571,Milwaukee,Orlando,123,-1400,92,800
2572,NewOrleans,Minnesota,96,135,110,-155
2573,SanAntonio,Phoenix,111,180,115,-210
2574,Utah,Memphis,118,-500,119,400
2575,Sacramento,Philadelphia,94,-200,102,175
2576,Detroit,Miami,92,450,100,-600
2577,NewYork,LALakers,106,-185,100,165
2578,Portland,Denver,119,-420,100,350
2579,LAClippers,Dallas,104,-150,112,130
2580,Indiana,LALakers,116,-250,124,210
2581,Cleveland,Phoenix,115,250,120,-300
2582,Orlando,Charlotte,99,280,106,-340
2583,Boston,Brooklyn,104,-125,123,105
2584,Milwaukee,Detroit,114,-1600,93,900
2585,OklahomaCity,Utah,104,750,110,-1200
2586,Houston,Chicago,118,400,113,-500
2587,Minnesota,Miami,113,-110,101,-110
2588,Memphis,Toronto,113,-155,126,135
2589,NewOrleans,Washington,127,145,102,-165
2590,SanAntonio,Atlanta,106,145,124,-165
2591,Sacramento,Portland,125,140,121,-160
2592,GoldenState,Philadelphia,116,-500,96,400
2593,LAClippers,Detroit,107,-750,96,525
2594,Charlotte,Minnesota,133,-130,115,110
2595,NewYork,Phoenix,97,145,118,-165
2596,Orlando,Chicago,88,375,123,-450
2597,Memphis,Atlanta,100,-105,132,-115
2598,Indiana,Toronto,114,-190,97,170
2599,OklahomaCity,Washington,99,235,101,-275
2600,SanAntonio,Boston,96,160,88,-180
2601,Utah,NewOrleans,97,-1000,98,650
2602,Denver,Milwaukee,109,205,120,-245
2603,GoldenState,Portland,118,-240,103,200
2604,LALakers,Sacramento,137,-300,141,250
2605,Philadelphia,Minnesota,120,-270,121,220
2606,Atlanta,NewYork,90,-340,99,270
2607,Brooklyn,Phoenix,107,-130,113,110
2608,Houston,Charlotte,146,175,143,-210
2609,Chicago,Miami,104,-115,107,-105
2610,Cleveland,Orlando,105,-500,92,375
2611,Dallas,Washington,114,-250,120,210
2612,Utah,NewOrleans,127,-1000,105,650
2613,LAClippers,GoldenState,90,120,105,-140
2614,Indiana,Milwaukee,100,115,118,-135
2615,Memphis,Sacramento,128,-170,101,150
2616,Toronto,Boston,97,105,109,-125
2617,LALakers,Detroit,110,-525,106,400
2618,Philadelphia,Orlando,101,-1200,96,750
2619,Miami,Denver,111,-150,120,130
2620,Houston,OklahomaCity,102,-140,89,120
2621,Minnesota,Indiana,100,-170,98,150
2622,Chicago,Charlotte,133,-200,119,175
2623,Dallas,Cleveland,96,-260,114,220
2624,SanAntonio,Washington,116,135,99,-155
2625,Utah,Portland,129,-280,107,240
2626,LAClippers,NewOrleans,104,-280,123,240
2627,Toronto,Memphis,91,-150,98,130
2628,Brooklyn,NewYork,112,-240,110,200
2629,Sacramento,LALakers,92,-110,117,-110
2630,Phoenix,GoldenState,104,-155,96,135
2631,Portland,Detroit,110,-350,92,290
2632,Washington,Minnesota,115,-170,107,150
2633,Indiana,Atlanta,111,-135,114,115
2634,Orlando,Denver,108,280,103,-340
2635,Boston,Philadelphia,88,-155,87,135
2636,Miami,Cleveland,85,-150,111,130
2637,NewOrleans,Dallas,107,150,139,-170
2638,OklahomaCity,Houston,110,-135,114,115
2639,Milwaukee,Charlotte,127,-360,125,300
2640,LAClippers,Sacramento,115,-245,124,205
2641,NewYork,Chicago,115,-105,119,-115
2642,Toronto,Milwaukee,97,130,93,-150
2643,Memphis,OklahomaCity,152,-430,79,340
2644,Phoenix,Detroit,114,-1100,103,700
2645,Portland,SanAntonio,83,-230,114,195
2646,Indiana,Miami,104,-220,113,190
2647,Washington,Cleveland,101,-150,116,130
2648,Atlanta,Philadelphia,96,-140,98,120
2649,Brooklyn,Minnesota,110,-410,105,340
2650,Houston,Orlando,118,-150,116,130
2651,Dallas,NewOrleans,91,-300,107,250
2652,Utah,Boston,137,-350,130,290
2653,GoldenState,Phoenix,118,-300,96,250
2654,LALakers,LAClippers,115,-135,119,115
2655,NewYork,Denver,99,-140,113,120
2656,Brooklyn,Chicago,107,-140,111,120
2657,Milwaukee,Miami,124,-260,102,220
2658,Dallas,Memphis,90,-110,97,-110
2659,GoldenState,SanAntonio,107,-400,112,330
2660,Portland,Boston,117,-115,145,-105
2661,Sacramento,LAClippers,104,105,99,-125
2662,Cleveland,Utah,108,175,109,-200
2663,Toronto,Washington,102,-120,90,100
2664,Atlanta,Charlotte,127,-330,130,270
2665,Houston,NewOrleans,118,125,108,-145
2666,Charlotte,Philadelphia,124,250,127,-300
2667,Detroit,OklahomaCity,103,-155,114,135
2668,Indiana,Washington,116,-220,110,190
2669,Miami,Memphis,90,-215,105,185
2670,Chicago,Denver,109,-135,97,115
2671,Minnesota,Atlanta,110,-130,121,110
2672,Milwaukee,Cleveland,112,-360,104,300
2673,Phoenix,SanAntonio,108,-300,104,250
2674,Portland,LAClippers,90,175,102,-200
2675,GoldenState,Orlando,126,-1800,95,950
2676,Dallas,Brooklyn,99,105,102,-125
2677,SanAntonio,NewYork,109,105,121,-125
2678,LALakers,Boston,117,-150,102,130
2679,Indiana,NewYork,122,-210,102,180
2680,Cleveland,Chicago,115,-165,92,145
2681,Detroit,Washington,116,175,119,-200
2682,Charlotte,Philadelphia,106,210,110,-250
2683,Toronto,OklahomaCity,109,-320,110,265
2684,Miami,Milwaukee,113,220,104,-260
2685,Houston,Brooklyn,114,140,104,-160
2686,Minnesota,Utah,104,240,136,-280
2687,Memphis,Dallas,96,-120,104,100
2688,NewOrleans,Denver,114,110,120,-130
2689,Sacramento,Orlando,142,-300,130,250
2690,GoldenState,Portland,104,-1500,94,850
2691,LAClippers,Boston,114,-120,111,100
2692,Philadelphia,Utah,96,120,118,-140
2693,Memphis,LALakers,108,155,95,-175
2694,SanAntonio,Denver,123,-140,111,120
2695,Charlotte,Sacramento,124,105,123,-125
2696,Indiana,Dallas,106,-130,93,110
2697,Atlanta,Brooklyn,105,-130,113,110
2698,Toronto,NewYork,90,-125,87,105
2699,Minnesota,Cleveland,106,105,123,-125
2700,Houston,Milwaukee,114,350,123,-420
2701,OklahomaCity,LALakers,95,150,116,-170
2702,NewOrleans,Detroit,109,-240,93,200
2703,Phoenix,Boston,111,-160,90,140
2704,LAClippers,Orlando,106,-340,104,280
2705,Washington,Utah,98,250,123,-300
2706,Memphis,Houston,113,-340,106,280
2707,Miami,Chicago,118,105,92,-125
2708,Cleveland,Sacramento,117,-260,103,220
2709,Philadelphia,GoldenState,102,135,93,-155
2710,SanAntonio,Denver,112,-110,127,-110
2711,NewYork,Milwaukee,97,200,112,-240
2712,Detroit,Brooklyn,104,260,116,-310
2713,SanAntonio,NewOrleans,112,-130,97,110
2714,OklahomaCity,Dallas,84,155,103,-175
2715,Portland,Minnesota,111,-150,116,130
2716,LALakers,Orlando,106,-430,94,360
2717,Cleveland,Miami,105,-210,94,180
2718,Indiana,GoldenState,100,155,102,-175
2719,Toronto,Sacramento,124,-185,101,165
2720,Atlanta,Houston,126,-500,132,400
2721,Boston,Milwaukee,117,-105,103,-115
2722,Memphis,Philadelphia,126,-145,91,125
2723,Dallas,Charlotte,120,-140,96,120
2724,Denver,Washington,113,-165,107,145
2725,LAClippers,Phoenix,111,135,95,-155
2726,NewYork,GoldenState,96,195,105,-225
2727,Brooklyn,Toronto,131,-165,129,145
2728,Portland,Phoenix,107,-110,111,-110
2729,Orlando,Atlanta,99,320,111,-380
2730,Cleveland,Houston,124,-420,89,350
2731,Philadelphia,Miami,96,-300,101,250
2732,Dallas,LALakers,104,140,107,-160
2733,OklahomaCity,NewOrleans,110,160,113,-180
2734,Milwaukee,Indiana,114,130,99,-150
2735,SanAntonio,Charlotte,115,-140,131,120
2736,Denver,Minnesota,107,-175,124,155
2737,Sacramento,Washington,119,110,105,-130
2738,Utah,LAClippers,124,-800,103,550
2739,Portland,Memphis,103,-105,113,-115
2740,Indiana,Detroit,122,-600,113,450
2741,Brooklyn,Philadelphia,114,130,105,-150
2742,Houston,NewYork,103,180,116,-210
2743,Phoenix,Washington,118,-390,98,325
2744,Orlando,Miami,105,340,115,-410
2745,Atlanta,Denver,115,-160,133,140
2746,Boston,GoldenState,107,165,111,-185
2747,Minnesota,LALakers,110,100,92,-120
2748,Utah,SanAntonio,126,-700,128,500
2749,Portland,Charlotte,125,-125,116,105
2750,Sacramento,Memphis,105,230,124,-270
2751,NewOrleans,Milwaukee,116,-120,112,100
2752,Detroit,Houston,107,-110,116,-110
2753,Brooklyn,Orlando,93,-220,100,190
2754,Toronto,GoldenState,119,-360,100,300
2755,OklahomaCity,LAClippers,104,165,103,-185
2756,Boston,NewYork,114,-215,107,185
2757,Milwaukee,Cleveland,90,195,119,-230
2758,Utah,Washington,103,-280,109,240
2759,Chicago,LALakers,115,-280,110,240
2760,Sacramento,SanAntonio,121,170,114,-190
2761,Memphis,Portland,100,-185,105,165
2762,Detroit,Miami,100,220,90,-260
2763,Minnesota,Dallas,111,-165,105,145
2764,Phoenix,Charlotte,137,-400,106,330
2765,Boston,Philadelphia,103,-140,108,120
2766,Memphis,OklahomaCity,99,-400,102,330
2767,Chicago,Houston,133,-280,118,240
2768,Utah,Charlotte,112,-900,102,600
2769,GoldenState,Sacramento,113,-1000,98,650
2770,LAClippers,SanAntonio,92,-230,116,195
2771,NewYork,Detroit,105,-290,91,245
2772,Miami,Indiana,125,110,96,-130
2773,NewOrleans,Portland,111,100,97,-120
2774,Dallas,Minnesota,114,120,102,-140
2775,LALakers,Phoenix,90,250,108,-300
2776,Atlanta,Orlando,98,-300,104,250
2777,Boston,Cleveland,111,-250,101,210
2778,Milwaukee,Houston,126,-390,106,325
2779,OklahomaCity,Denver,108,220,94,-260
2780,Sacramento,LAClippers,89,155,105,-175
2781,Philadelphia,Atlanta,96,-700,98,500
2782,Indiana,Houston,118,-270,106,230
2783,Orlando,NewOrleans,104,170,110,-190
2784,Miami,Detroit,115,-750,112,525
2785,NewYork,Washington,117,-160,124,140
2786,Dallas,Milwaukee,95,140,102,-160
2787,Utah,Minnesota,128,-1300,116,775
2788,Denver,Charlotte,107,-140,115,120
2789,Phoenix,OklahomaCity,113,-1400,101,800
2790,GoldenState,Memphis,113,-210,104,180
2791,LALakers,SanAntonio,110,-125,138,105
2792,NewYork,Atlanta,101,-210,87,180
2793,Milwaukee,Boston,117,-330,113,270
2794,Phoenix,GoldenState,107,-240,116,200
2795,LALakers,Brooklyn,115,-135,122,115
2796,Utah,Dallas,120,-1000,116,650
2797,Miami,Orlando,93,-500,83,400
2798,Washington,Philadelphia,96,155,117,-175
2799,Cleveland,Toronto,144,-380,99,320
2800,Sacramento,Memphis,102,120,127,-140
2801,OklahomaCity,NewOrleans,117,105,112,-125
2802,SanAntonio,Detroit,144,-550,109,425
2803,Chicago,Indiana,113,-180,105,160
2804,LAClippers,Denver,100,140,103,-160
2805,Charlotte,Houston,123,-330,99,270
2806,Atlanta,Chicago,118,140,130,-160
2807,Minnesota,Boston,108,185,103,-215
2808,SanAntonio,Utah,104,240,110,-280
2809,Phoenix,Memphis,113,-320,114,265
2810,Portland,Dallas,117,-150,132,130
2811,LAClippers,Brooklyn,108,150,124,-170
2812,Orlando,Milwaukee,110,800,127,-1400
2813,Toronto,Philadelphia,109,210,114,-250
2814,Miami,Washington,119,-320,112,265
2815,Minnesota,NewYork,88,170,96,-190
2816,Houston,LALakers,123,190,132,-220
2817,NewOrleans,Cleveland,108,165,104,-185
2818,GoldenState,Denver,86,-350,89,290
2819,Sacramento,OklahomaCity,117,-220,111,190
2820,Detroit,NewYork,85,280,94,-340
2821,Indiana,Charlotte,108,-165,116,145
2822,Boston,LAClippers,82,-240,91,200
2823,Memphis,LALakers,104,-250,99,210
2824,Chicago,Atlanta,131,-330,117,270
2825,Phoenix,OklahomaCity,115,-1800,97,950
2826,Portland,Utah,105,265,120,-320
2827,Sacramento,Dallas,95,-105,94,-115
2828,Brooklyn,Philadelphia,102,-200,110,175
2829,Washington,Cleveland,110,-165,93,145
2830,Orlando,Milwaukee,118,700,136,-1100
2831,Boston,Phoenix,123,130,108,-150
2832,Indiana,Chicago,106,115,108,-135
2833,Sacramento,Dallas,96,-105,112,-115
2834,Houston,Miami,110,170,120,-190
2835,Cleveland,Atlanta,118,-135,121,115
2836,Toronto,LAClippers,116,-260,108,220
2837,OklahomaCity,NewYork,95,130,80,-150
2838,Memphis,SanAntonio,118,-220,105,190
2839,Utah,Minnesota,120,-800,108,550
2840,LALakers,Portland,139,-230,106,195
2841,Milwaukee,NewOrleans,136,-850,113,575
2842,Washington,Chicago,119,110,120,-130
2843,Detroit,SanAntonio,117,225,116,-265
2844,Brooklyn,LAClippers,116,-1200,120,750
2845,Houston,Denver,111,265,124,-320
2846,Utah,GoldenState,116,-220,123,190
2847,Toronto,NewYork,120,-360,105,300
2848,Cleveland,Indiana,108,-175,104,155
2849,Boston,Orlando,116,-600,111,450
2850,Sacramento,Miami,115,145,113,-165
2851,OklahomaCity,Dallas,86,400,95,-500
2852,Charlotte,Phoenix,99,105,133,-125
2853,LALakers,Minnesota,108,-320,103,265
2854,Philadelphia,Houston,133,-1000,113,650
2855,Washington,Charlotte,124,-125,121,105
2856,Brooklyn,Memphis,104,-260,118,220
2857,Milwaukee,Detroit,106,-2500,115,1100
2858,Chicago,Orlando,102,-1200,98,750
2859,NewOrleans,Utah,104,330,115,-400
2860,Dallas,Denver,103,-145,89,125
2861,Portland,Atlanta,136,150,131,-170
2862,GoldenState,Miami,115,-550,108,425
2863,LAClippers,Minnesota,104,-160,122,140
2864,Toronto,SanAntonio,129,-290,104,245
2865,Cleveland,Memphis,106,-160,110,140
2866,NewYork,Indiana,104,-160,94,140
2867,NewOrleans,Phoenix,110,225,123,-265
2868,LALakers,Sacramento,122,-250,114,210
2869,Orlando,Philadelphia,106,290,116,-350
2870,Charlotte,Detroit,140,-600,111,450
2871,Washington,Houston,111,-300,114,250
2872,Boston,SanAntonio,97,-330,99,270
2873,Dallas,GoldenState,99,170,82,-190
2874,Indiana,Brooklyn,121,310,129,-370
2875,Minnesota,OklahomaCity,98,-420,90,350
2876,Milwaukee,Toronto,111,-130,117,110
2877,Sacramento,Atlanta,102,-125,108,105
2878,Portland,Miami,109,120,115,-140
2879,Denver,Utah,109,-110,115,-110
2880,NewYork,Boston,108,110,105,-130
2881,NewOrleans,GoldenState,101,-115,96,-105
2882,Memphis,Detroit,118,-1000,88,650
2883,Phoenix,LAClippers,106,-600,89,450
2884,Philadelphia,SanAntonio,119,-340,100,280
2885,Brooklyn,Milwaukee,109,-180,121,160
2886,Toronto,Utah,122,-1100,108,700
2887,Houston,Dallas,106,130,130,-150
2888,OklahomaCity,Minnesota,105,165,135,-185
2889,Chicago,Washington,130,-220,122,190
2890,Denver,Sacramento,121,-310,111,260
2891,Portland,Cleveland,101,200,114,-240
2892,LALakers,Atlanta,134,-120,118,100
2893,LAClippers,Memphis,108,110,123,-130
2894,Indiana,Utah,125,165,113,-185
2895,Detroit,Orlando,97,-120,92,100
2896,Charlotte,Milwaukee,114,-125,106,105
2897,Boston,NewYork,99,-310,75,260
2898,Phoenix,Miami,100,-500,123,400
2899,LAClippers,Atlanta,106,155,93,-175
2900,Orlando,Washington,100,240,102,-280
2901,Toronto,NewOrleans,105,-280,101,240
2902,Houston,Minnesota,123,210,141,-250
2903,OklahomaCity,Denver,95,235,99,-275
2904,Dallas,Chicago,113,-130,99,110
2905,Brooklyn,SanAntonio,121,-500,119,400
2906,GoldenState,Cleveland,96,-290,82,245
2907,Portland,Sacramento,103,105,88,-125
2908,LALakers,Memphis,119,-160,127,140
2909,Detroit,Utah,126,525,116,-750
2910,Charlotte,Milwaukee,103,120,99,-140
2911,NewYork,SanAntonio,111,-255,96,215
2912,Boston,Indiana,101,-400,98,330
2913,Sacramento,Cleveland,108,180,109,-210
2914,Houston,Philadelphia,91,400,111,-500
2915,Portland,Brooklyn,114,290,108,-350
2916,Washington,OklahomaCity,122,-260,118,220
2917,Toronto,Phoenix,95,165,99,-185
2918,Memphis,GoldenState,116,110,108,-130
2919,NewOrleans,Minnesota,128,140,125,-160
2920,LAClippers,Denver,87,125,85,-145
2921,Chicago,Detroit,133,-1200,87,750
2922,Philadelphia,Charlotte,98,-220,109,190
2923,Washington,Orlando,112,-260,106,220
2924,Indiana,Boston,100,-120,119,100
2925,NewYork,Dallas,108,115,85,-135
2926,Atlanta,Miami,91,-140,115,120
2927,SanAntonio,Houston,124,-280,128,240
2928,Utah,Cleveland,91,-200,111,175
2929,Sacramento,LALakers,125,140,116,-160
2930,Chicago,Brooklyn,112,100,138,-120
2931,Milwaukee,GoldenState,118,-120,99,100
2932,Memphis,Minnesota,116,-145,108,125
2933,NewOrleans,LAClippers,113,-180,89,160
2934,Brooklyn,OklahomaCity,109,-210,130,180
2935,Denver,Portland,140,-650,108,475
2936,Charlotte,Orlando,109,-650,116,475
2937,Detroit,Toronto,103,340,87,-410
2938,Indiana,Phoenix,94,180,112,-210
2939,Philadelphia,Boston,111,-150,99,130
2940,Chicago,GoldenState,96,-145,138,125
2941,Miami,Atlanta,124,-215,118,185
2942,SanAntonio,Cleveland,109,130,114,-150
2943,Sacramento,Houston,126,-220,114,190
2944,Memphis,Dallas,85,-140,112,120
2945,Milwaukee,Toronto,96,-340,103,280
2946,Washington,Portland,110,-280,115,240
2947,Brooklyn,NewOrleans,120,-200,105,175
2948,Atlanta,NewYork,108,-125,117,105
2949,OklahomaCity,Cleveland,102,175,107,-200
2950,Miami,Philadelphia,98,-155,109,135
2951,Boston,Chicago,114,-310,112,260
2952,SanAntonio,LAClippers,101,-115,94,-105
2953,Denver,LALakers,133,-185,96,165
2954,Dallas,Orlando,108,-800,92,550
2955,Sacramento,Houston,112,-185,118,165
2956,Minnesota,GoldenState,119,-190,99,170
2957,Denver,Utah,102,190,125,-220
2958,Detroit,Phoenix,108,550,135,-800
2959,Boston,NewOrleans,104,-180,92,160
2960,NewYork,Charlotte,87,-150,97,130
2961,Washington,Philadelphia,117,105,98,-125
2962,Cleveland,Brooklyn,114,-160,107,140
2963,Memphis,Chicago,119,-360,106,300
2964,LAClippers,Indiana,139,-130,133,110
2965,Atlanta,Milwaukee,121,180,114,-210
2966,Orlando,Portland,88,110,98,-130
2967,Miami,Toronto,104,-115,99,105
2968,SanAntonio,Phoenix,107,150,121,-170
2969,Dallas,OklahomaCity,104,-800,102,550
2970,LALakers,Utah,101,190,95,-220
2971,NewYork,Minnesota,110,155,112,-175
2972,GoldenState,Detroit,102,-2000,86,1000
2973,Washington,Brooklyn,118,-115,119,-105
2974,Philadelphia,Orlando,123,-850,110,575
2975,Boston,Charlotte,102,-155,111,135
2976,Miami,Portland,104,-430,92,360
2977,Atlanta,Minnesota,134,-125,122,105
2978,Chicago,Cleveland,117,140,104,-160
2979,Milwaukee,Memphis,126,-265,114,225
2980,Dallas,Toronto,102,-175,98,155
2981,SanAntonio,OklahomaCity,118,-280,96,240
2982,Utah,Houston,111,-1200,116,750
2983,Sacramento,Detroit,131,-300,133,250
2984,Denver,LAClippers,130,-420,128,350
2985,LALakers,Indiana,104,-165,111,145
2986,NewYork,NewOrleans,91,-160,102,140
2987,Dallas,Phoenix,101,110,109,-130
2988,GoldenState,Indiana,117,-1500,121,850
2989,Charlotte,OklahomaCity,121,-400,98,330
2990,Orlando,LALakers,105,170,116,-190
2991,Philadelphia,LAClippers,101,-330,102,270
2992,Atlanta,Miami,110,-125,108,105
2993,Boston,Portland,105,-340,109,280
2994,Washington,Toronto,105,120,109,-140
2995,Milwaukee,Chicago,94,-600,90,450
2996,SanAntonio,Brooklyn,102,-120,117,100
2997,Utah,Detroit,111,-1200,101,750
2998,Denver,Memphis,118,-160,122,140
2999,GoldenState,Houston,105,-650,103,475
3000,Cleveland,OklahomaCity,94,-900,87,600
3001,Milwaukee,Sacramento,133,-320,127,265
3002,Phoenix,Indiana,113,-950,103,625
3003,NewYork,LAClippers,110,-175,102,155
3004,Washington,Boston,87,115,116,-135
3005,Toronto,Portland,105,-340,114,280
3006,Orlando,Chicago,114,140,95,-160
3007,Miami,LALakers,113,-170,107,150
3008,Charlotte,Atlanta,91,-125,113,105
3009,SanAntonio,Philadelphia,109,100,115,-120
3010,Dallas,Memphis,104,-170,91,150
3011,Denver,Detroit,117,-800,111,550
3012,Minnesota,Brooklyn,136,-145,125,125
3013,GoldenState,Utah,94,-130,92,110
3014,Cleveland,NewYork,95,-190,93,170
3015,NewOrleans,Indiana,117,-165,113,145
3016,Phoenix,Utah,115,-900,109,600
3017,OklahomaCity,Chicago,110,-110,111,-110
3018,Washington,LAClippers,115,-200,116,175
3019,Detroit,Denver,105,235,110,-275
3020,Toronto,Charlotte,125,105,113,-125
3021,Brooklyn,LALakers,96,145,106,-165
3022,Boston,Sacramento,128,-420,75,350
3023,Houston,SanAntonio,104,165,134,-185
3024,GoldenState,Dallas,130,-165,92,145
3025,Portland,Minnesota,107,130,109,-150
3026,Philadelphia,NewOrleans,117,-650,107,475
3027,Orlando,LAClippers,102,-120,111,100
3028,Indiana,Charlotte,126,110,158,-130
3029,Cleveland,Milwaukee,115,160,99,-180
3030,Atlanta,Sacramento,121,-550,104,425
3031,SanAntonio,Memphis,110,150,118,-170
3032,Miami,NewYork,110,-240,96,200
3033,Utah,Phoenix,97,-110,105,-110
3034,Portland,Dallas,112,160,132,-180
3035,Brooklyn,Denver,118,180,124,-210
3036,Chicago,Toronto,111,-180,105,160
3037,Philadelphia,LALakers,105,-240,87,200
3038,GoldenState,Minnesota,124,-240,115,200
3039,Charlotte,LALakers,117,-410,114,340
3040,Orlando,Detroit,119,-165,103,145
3041,Atlanta,Boston,108,-135,92,115
3042,Miami,LAClippers,121,-370,114,310
3043,Houston,Portland,110,130,125,-150
3044,Memphis,Utah,119,-220,109,190
3045,OklahomaCity,Indiana,110,110,113,-130
3046,SanAntonio,Chicago,131,-130,122,110
3047,Phoenix,Minnesota,134,-380,124,320
3048,Milwaukee,NewYork,123,-380,108,320
3049,NewOrleans,Denver,105,145,116,-165
3050,NewOrleans,Boston,97,200,107,-240
3051,Dallas,Indiana,132,-550,105,425
3052,Philadelphia,Sacramento,103,-550,101,425
3053,Memphis,Washington,115,-220,95,190
3054,Miami,Toronto,120,-145,124,125
3055,GoldenState,Brooklyn,110,-440,106,370
3056,Atlanta,LALakers,129,-300,121,250
3057,Charlotte,LAClippers,90,-240,115,200
3058,Chicago,Portland,130,-210,116,180
3059,Detroit,Cleveland,115,270,105,-330
3060,Milwaukee,Denver,100,-250,136,210
3061,Orlando,Dallas,110,170,108,-190
3062,Minnesota,Utah,126,-135,106,115
3063,Phoenix,SanAntonio,115,-1000,110,650
3064,Cleveland,NewOrleans,93,-190,90,170
3065,Philadelphia,Memphis,122,140,119,-160
3066,Indiana,LAClippers,122,-110,116,-110
3067,NewYork,Sacramento,116,-290,96,245
3068,Boston,Miami,122,-250,92,210
3069,Houston,GoldenState,108,400,122,-500
3070,OklahomaCity,Portland,98,140,81,-160
3071,Atlanta,Toronto,100,115,106,-135
3072,Detroit,NewOrleans,101,120,111,-140
