,home,away,home_total,away_total,home_ml,away_ml,home_rat,away_rat,bet_home,home_win,bet_win,bet_lose,bet_odds,winnings
3146,Indiana Pacers,Cleveland Cavaliers,113,120,2.95,1.434782608695652,-0.8382516396313262,-4.3096922998804,1,0,0,1,2.95,-100.0
3147,Detroit Pistons,Charlotte Hornets,119,141,3.05,1.4081632653061225,-5.345550810181083,-2.6556167949067144,0,0,1,0,1.4081632653061225,40.81632653061226
3148,Boston Celtics,Denver Nuggets,108,102,1.4,3.1,4.979438202404495,2.453386720352784,1,1,1,0,1.4,40.0
3149,Atlanta Hawks,San Antonio Spurs,121,136,1.263157894736842,4.2,-0.9797304267208033,-0.7090459573831968,0,0,1,0,4.2,320.0
3150,Chicago Bulls,Minnesota Timberwolves,134,122,1.8695652173913042,1.9523809523809523,-1.683908653442645,-1.926723951826823,1,1,1,0,1.8695652173913042,86.95652173913041
3151,Utah Jazz,Orlando Magic,114,99,1.125,6.5,5.444032665642926,-5.849191857264415,1,1,1,0,1.125,12.5
3152,Portland Trailblazers,New York Knicks,112,103,2.65,1.5405405405405406,,-1.3776575013818333,0,1,0,1,1.5405405405405406,-100.0
3153,Charlotte Hornets,Mephis Grizzlies,118,125,3.2,1.3846153846153846,-2.6556167949067144,,0,0,1,0,1.3846153846153846,38.46153846153845
3154,New Orleans Pelicans,San Antonio Spurs,114,124,1.4,3.1,-0.5093593018062643,-0.7090459573831968,1,0,0,1,1.4,-100.0
3155,Washington Wizards,Sacramento Kings,110,123,2.3,1.6666666666666665,-3.3898110933853416,-3.442680688649372,1,0,0,1,2.3,-100.0
3156,Philadelphia 76ers,Cleveland Cavaliers,103,93,1.6896551724137931,2.25,3.2263149135805165,-4.3096922998804,1,1,1,0,1.6896551724137931,68.9655172413793
3157,Toronto Raptors,Denver Nuggets,109,110,1.4761904761904763,2.8,2.5734027207204195,2.453386720352784,1,0,0,1,1.4761904761904763,-100.0
3158,Chicago Bulls,Oklahoma City Thunder,106,101,1.1666666666666667,5.5,-1.683908653442645,-5.529767726818109,1,1,1,0,1.1666666666666667,16.66666666666667
3159,Miami Heat,Brooklyn Nets,115,111,1.1428571428571428,6.0,2.6168031631855277,1.5507666832269629,1,1,1,0,1.1428571428571428,14.285714285714278
3160,Dallas Mavericks,Los Angeles Clippers,97,99,1.3333333333333333,3.5,3.2529267441129175,4.37862351620734,0,0,1,0,3.5,250.0
3161,Golden State Warriors,Los Angeles Lakers,117,115,1.3571428571428572,3.4,0.7095695951871412,2.002113488571497,0,1,0,1,3.4,-100.0
3162,Pheonix Suns,Orlando Magic,132,105,1.04,12.0,,-5.849191857264415,0,1,0,1,12.0,-100.0
3163,Boston Celtics,Atlanta Hawks,105,95,1.3225806451612903,3.6,4.979438202404495,-0.9797304267208033,1,1,1,0,1.3225806451612903,32.258064516129025
3164,Indiana Pacers,Minnesota Timberwolves,120,129,3.6,1.3225806451612903,-0.8382516396313262,-1.926723951826823,1,0,0,1,3.6,-100.0
3165,Washington Wizards,Detroit Pistons,103,94,1.606060606060606,2.45,-3.3898110933853416,-5.345550810181083,1,1,1,0,1.606060606060606,60.606060606060595
3166,New York Knicks,Oklahoma City Thunder,123,127,1.2222222222222223,4.75,-1.3776575013818333,-5.529767726818109,1,0,0,1,1.2222222222222223,-100.0
3167,Brooklyn Nets,Sacramento Kings,109,85,2.05,1.8,1.5507666832269629,-3.442680688649372,1,1,1,0,2.05,104.99999999999997
3168,Milwaukee Bucks,Portland Trailblazers,107,122,1.1538461538461537,5.75,5.690196176556934,,0,0,1,0,5.75,475.0
3169,New Orleans Pelicans,Toronto Raptors,120,90,2.45,1.606060606060606,-0.5093593018062643,2.5734027207204195,0,1,0,1,1.606060606060606,-100.0
3170,Chicago Bulls,San Antonio Spurs,120,109,1.6666666666666665,2.3,-1.683908653442645,-0.7090459573831968,0,1,0,1,2.3,-100.0
3171,Denver Nuggets,Orlando Magic,121,111,1.1538461538461537,5.75,2.453386720352784,-5.849191857264415,1,1,1,0,1.1538461538461537,15.384615384615373
3172,Utah Jazz,Houston Rockets,135,101,1.0625,10.0,5.444032665642926,-4.190734912751116,1,1,1,0,1.0625,6.25
3173,Los Angeles Clippers,Golden State Warriors,119,104,3.0,1.4166666666666667,4.37862351620734,0.7095695951871412,1,1,1,0,3.0,200.0
3174,Philadelphia 76ers,Boston Celtics,87,135,2.1,1.7692307692307692,3.2263149135805165,4.979438202404495,0,0,1,0,1.7692307692307692,76.9230769230769
3175,Miami Heat,Dallas Mavericks,99,107,1.4761904761904763,2.8,2.6168031631855277,3.2529267441129175,0,0,1,0,2.8,180.0
3176,Atlanta Hawks,Cleveland Cavaliers,124,116,1.7142857142857144,2.2,-0.9797304267208033,-4.3096922998804,1,1,1,0,1.7142857142857144,71.42857142857144
3177,Milwaukee Bucks,Indiana Pacers,128,119,1.0909090909090908,8.0,5.690196176556934,-0.8382516396313262,1,1,1,0,1.0909090909090908,9.09090909090908
3178,New Orleans Pelicans,Mephis Grizzlies,109,121,2.4,1.625,-0.5093593018062643,,0,0,1,0,1.625,62.5
3179,Minnesota Timberwolves,Charlotte Hornets,126,120,1.4166666666666667,3.0,-1.926723951826823,-2.6556167949067144,1,1,1,0,1.4166666666666667,41.666666666666686
3180,Pheonix Suns,Los Angeles Clippers,103,96,1.1,7.5,,4.37862351620734,0,1,0,1,7.5,-100.0
3181,Orlando Magic,Atlanta Hawks,109,130,2.85,1.4651162790697674,-5.849191857264415,-0.9797304267208033,0,0,1,0,1.4651162790697674,46.51162790697674
3182,New York Knicks,Brooklyn Nets,106,111,1.526315789473684,2.7,-1.3776575013818333,1.5507666832269629,0,0,1,0,2.7,170.0
3183,Indiana Pacers,Washington Wizards,113,108,1.9090909090909092,1.9090909090909092,-0.8382516396313262,-3.3898110933853416,1,1,1,0,1.9090909090909092,90.9090909090909
3184,Boston Celtics,Detroit Pistons,111,112,1.1111111111111112,7.0,4.979438202404495,-5.345550810181083,1,0,0,1,1.1111111111111112,-100.0
3185,Chicago Bulls,Sacramento Kings,125,118,1.4166666666666667,3.0,-1.683908653442645,-3.442680688649372,1,1,1,0,1.4166666666666667,41.666666666666686
3186,Oklahoma City Thunder,San Antonio Spurs,106,114,3.8,1.2941176470588236,-5.529767726818109,-0.7090459573831968,0,0,1,0,1.2941176470588236,29.411764705882348
3187,Mephis Grizzlies,Portland Trailblazers,119,123,1.125,6.5,,,0,0,1,0,6.5,550.0
3188,Minnesota Timberwolves,Toronto Raptors,91,103,1.8333333333333335,2.0,-1.926723951826823,2.5734027207204195,0,0,1,0,2.0,100.0
3189,Pheonix Suns,Houston Rockets,124,121,1.05,11.0,,-4.190734912751116,0,1,0,1,11.0,-100.0
3190,Golden State Warriors,Denver Nuggets,116,117,1.5,2.75,0.7095695951871412,2.453386720352784,0,0,1,0,2.75,175.0
3191,Los Angeles Lakers,Utah Jazz,106,101,2.55,1.5714285714285714,2.002113488571497,5.444032665642926,0,1,0,1,1.5714285714285714,-100.0
3192,Charlotte Hornets,Miami Heat,107,111,2.5,1.5882352941176472,-2.6556167949067144,2.6168031631855277,0,0,1,0,1.5882352941176472,58.823529411764724
3193,Brooklyn Nets,Washington Wizards,103,117,1.526315789473684,2.7,1.5507666832269629,-3.3898110933853416,1,0,0,1,1.526315789473684,-100.0
3194,New Orleans Pelicans,Dallas Mavericks,118,125,2.2,1.7142857142857144,-0.5093593018062643,3.2529267441129175,0,0,1,0,1.7142857142857144,71.42857142857144
3195,Milwaukee Bucks,Philadelphia 76ers,120,123,1.3846153846153846,3.2,5.690196176556934,3.2263149135805165,1,0,0,1,1.3846153846153846,-100.0
3196,Los Angeles Clippers,Houston Rockets,142,111,1.1818181818181819,5.25,4.37862351620734,-4.190734912751116,1,1,1,0,1.1818181818181819,18.181818181818187
3197,Detroit Pistons,Cleveland Cavaliers,106,103,2.9,1.4545454545454546,-5.345550810181083,-4.3096922998804,0,1,0,1,1.4545454545454546,-100.0
3198,Brooklyn Nets,Boston Celtics,106,129,4.3,1.25,1.5507666832269629,4.979438202404495,0,0,1,0,1.25,25.0
3199,Chicago Bulls,Atlanta Hawks,112,108,1.6666666666666665,2.3,-1.683908653442645,-0.9797304267208033,0,1,0,1,2.3,-100.0
3200,Oklahoma City Thunder,Pheonix Suns,104,124,5.5,1.1666666666666667,-5.529767726818109,,0,0,1,0,1.1666666666666667,16.66666666666667
3201,Minnesota Timberwolves,Mephis Grizzlies,119,114,2.1,1.7692307692307692,-1.926723951826823,,0,1,0,1,1.7692307692307692,-100.0
3202,Portland Trailblazers,Golden State Warriors,95,132,5.0,1.2,,0.7095695951871412,0,0,1,0,1.2,20.0
3203,Sacramento Kings,Denver Nuggets,110,128,2.45,1.606060606060606,-3.442680688649372,2.453386720352784,0,0,1,0,1.606060606060606,60.606060606060595
3204,Orlando Magic,Houston Rockets,119,111,1.625,2.4,-5.849191857264415,-4.190734912751116,0,1,0,1,2.4,-100.0
3205,Indiana Pacers,Oklahoma City Thunder,125,129,1.303030303030303,3.7,-0.8382516396313262,-5.529767726818109,1,0,0,1,1.303030303030303,-100.0
3206,Charlotte Hornets,Toronto Raptors,125,93,2.15,1.7407407407407407,-2.6556167949067144,2.5734027207204195,0,1,0,1,1.7407407407407407,-100.0
3207,Washington Wizards,San Antonio Spurs,153,157,2.4,1.625,-3.3898110933853416,-0.7090459573831968,0,0,1,0,1.625,62.5
3208,New York Knicks,Miami Heat,100,115,3.0,1.4166666666666667,-1.3776575013818333,2.6168031631855277,0,0,1,0,1.4166666666666667,41.666666666666686
3209,Minnesota Timberwolves,Philadelphia 76ers,102,133,2.2,1.7142857142857144,-1.926723951826823,3.2263149135805165,0,0,1,0,1.7142857142857144,71.42857142857144
3210,Utah Jazz,Dallas Mavericks,114,109,1.425531914893617,2.95,5.444032665642926,3.2529267441129175,1,1,1,0,1.425531914893617,42.553191489361694
3211,Pheonix Suns,New Orleans Pelicans,102,117,1.3846153846153846,3.2,,-0.5093593018062643,0,0,1,0,3.2,220.0
3212,Los Angeles Lakers,Los Angeles Clippers,102,105,1.6896551724137931,2.25,2.002113488571497,4.37862351620734,0,0,1,0,2.25,125.0
3213,Detroit Pistons,Boston Celtics,104,113,6.0,1.1428571428571428,-5.345550810181083,4.979438202404495,0,0,1,0,1.1428571428571428,14.285714285714278
3214,Atlanta Hawks,Toronto Raptors,127,100,1.5555555555555556,2.6,-0.9797304267208033,2.5734027207204195,0,1,0,1,2.6,-100.0
3215,Miami Heat,San Antonio Spurs,133,129,1.1111111111111112,7.0,2.6168031631855277,-0.7090459573831968,1,1,1,0,1.1111111111111112,11.111111111111114
3216,Cleveland Cavaliers,Washington Wizards,92,86,1.263157894736842,4.2,-4.3096922998804,-3.3898110933853416,0,1,0,1,4.2,-100.0
3217,Chicago Bulls,Mephis Grizzlies,110,116,2.15,1.7407407407407407,-1.683908653442645,,0,0,1,0,1.7407407407407407,74.07407407407408
3218,Milwaukee Bucks,Brooklyn Nets,123,126,1.2,5.0,5.690196176556934,1.5507666832269629,1,0,0,1,1.2,-100.0
3219,Denver Nuggets,Sacramento Kings,115,110,1.2857142857142856,3.9,2.453386720352784,-3.442680688649372,1,1,1,0,1.2857142857142856,28.571428571428555
3220,New York Knicks,Philadelphia 76ers,109,125,3.8,1.2941176470588236,-1.3776575013818333,3.2263149135805165,0,0,1,0,1.2941176470588236,29.411764705882348
3221,Pheonix Suns,Utah Jazz,114,118,2.3,1.6666666666666665,,5.444032665642926,0,0,1,0,1.6666666666666665,66.66666666666666
3222,Indiana Pacers,Boston Celtics,128,107,4.5,1.2380952380952381,-0.8382516396313262,4.979438202404495,0,1,0,1,1.2380952380952381,-100.0
3223,Charlotte Hornets,Detroit Pistons,126,127,1.1666666666666667,5.5,-2.6556167949067144,-5.345550810181083,1,0,0,1,1.1666666666666667,-100.0
3224,Houston Rockets,Los Angeles Clippers,98,99,3.2,1.3846153846153846,-4.190734912751116,4.37862351620734,0,0,1,0,1.3846153846153846,38.46153846153845
3225,Golden State Warriors,Dallas Mavericks,101,107,1.625,2.4,0.7095695951871412,3.2529267441129175,0,0,1,0,2.4,140.0
3226,Portland Trailblazers,Denver Nuggets,92,124,3.8,1.2941176470588236,,2.453386720352784,0,0,1,0,1.2941176470588236,29.411764705882348
3227,Los Angeles Lakers,New Orleans Pelicans,95,123,1.7142857142857144,2.2,2.002113488571497,-0.5093593018062643,1,0,0,1,1.7142857142857144,-100.0
3228,Orlando Magic,Indiana Pacers,119,103,1.7142857142857144,2.2,-5.849191857264415,-0.8382516396313262,0,1,0,1,2.2,-100.0
3229,Cleveland Cavaliers,Minnesota Timberwolves,122,127,2.4,1.625,-4.3096922998804,-1.926723951826823,0,0,1,0,1.625,62.5
3230,Brooklyn Nets,Toronto Raptors,97,133,2.35,1.6451612903225805,1.5507666832269629,2.5734027207204195,0,0,1,0,1.6451612903225805,64.51612903225805
3231,Miami Heat,Chicago Bulls,112,99,1.526315789473684,2.7,2.6168031631855277,-1.683908653442645,1,1,1,0,1.526315789473684,52.63157894736841
3232,Mephis Grizzlies,San Antonio Spurs,118,105,1.263157894736842,4.2,,-0.7090459573831968,0,1,0,1,4.2,-100.0
3233,Milwaukee Bucks,Charlotte Hornets,130,106,1.1818181818181819,5.25,5.690196176556934,-2.6556167949067144,1,1,1,0,1.1818181818181819,18.181818181818187
3234,Oklahoma City Thunder,Sacramento Kings,110,131,2.8,1.4761904761904763,-5.529767726818109,-3.442680688649372,0,0,1,0,1.4761904761904763,47.61904761904762
3235,Washington Wizards,Detroit Pistons,116,113,1.6666666666666665,2.3,-3.3898110933853416,-5.345550810181083,1,1,1,0,1.6666666666666665,66.66666666666666
3236,Boston Celtics,Atlanta Hawks,107,98,1.3846153846153846,3.2,4.979438202404495,-0.9797304267208033,1,1,1,0,1.3846153846153846,38.46153846153845
3237,Toronto Raptors,Brooklyn Nets,109,108,1.2777777777777777,4.0,2.5734027207204195,1.5507666832269629,1,1,1,0,1.2777777777777777,27.77777777777777
3238,Houston Rockets,Los Angeles Clippers,100,113,3.3,1.3703703703703702,-4.190734912751116,4.37862351620734,0,0,1,0,1.3703703703703702,37.03703703703701
3239,Minnesota Timberwolves,Golden State Warriors,129,114,2.5,1.5882352941176472,-1.926723951826823,0.7095695951871412,0,1,0,1,1.5882352941176472,-100.0
3240,Los Angeles Lakers,Dallas Mavericks,104,109,2.75,1.5,2.002113488571497,3.2529267441129175,0,0,1,0,1.5,50.0
3241,Cleveland Cavaliers,Charlotte Hornets,98,119,1.5882352941176472,2.5,-4.3096922998804,-2.6556167949067144,0,0,1,0,2.5,150.0
3242,Orlando Magic,Indiana Pacers,114,122,2.1,1.7692307692307692,-5.849191857264415,-0.8382516396313262,0,0,1,0,1.7692307692307692,76.9230769230769
3243,Philadelphia 76ers,New York Knicks,123,108,1.1666666666666667,5.5,3.2263149135805165,-1.3776575013818333,1,1,1,0,1.1666666666666667,16.66666666666667
3244,Milwaukee Bucks,Miami Heat,120,119,1.5555555555555556,2.6,5.690196176556934,2.6168031631855277,1,1,1,0,1.5555555555555556,55.55555555555557
3245,New Orleans Pelicans,Sacramento Kings,125,95,1.4,3.1,-0.5093593018062643,-3.442680688649372,1,1,1,0,1.4,40.0
3246,Houston Rockets,Utah Jazz,127,132,9.5,1.0666666666666667,-4.190734912751116,5.444032665642926,0,0,1,0,1.0666666666666667,6.666666666666671
3247,Denver Nuggets,Oklahoma City Thunder,107,119,1.0625,10.0,2.453386720352784,-5.529767726818109,1,0,0,1,1.0625,-100.0
3248,Pheonix Suns,Portland Trailblazers,120,90,1.1538461538461537,5.75,,,0,1,0,1,5.75,-100.0
3249,Atlanta Hawks,Chicago Bulls,130,124,1.7692307692307692,2.1,-0.9797304267208033,-1.683908653442645,1,1,1,0,1.7692307692307692,76.9230769230769
3250,Brooklyn Nets,Miami Heat,107,113,1.6896551724137931,2.25,1.5507666832269629,2.6168031631855277,0,0,1,0,2.25,125.0
3251,Toronto Raptors,Detroit Pistons,106,108,1.2777777777777777,4.0,2.5734027207204195,-5.345550810181083,1,0,0,1,1.2777777777777777,-100.0
3252,Boston Celtics,Mephis Grizzlies,120,107,1.7407407407407407,2.15,4.979438202404495,,0,1,0,1,2.15,-100.0
3253,San Antonio Spurs,Sacramento Kings,112,115,1.3846153846153846,3.2,-0.7090459573831968,-3.442680688649372,1,0,0,1,1.3846153846153846,-100.0
3254,Dallas Mavericks,Golden State Warriors,122,113,1.8,2.05,3.2529267441129175,0.7095695951871412,1,1,1,0,1.8,80.0
3255,Los Angeles Clippers,Los Angeles Lakers,132,111,1.7692307692307692,2.1,4.37862351620734,2.002113488571497,1,1,1,0,1.7692307692307692,76.9230769230769
3256,Philadelphia 76ers,Cleveland Cavaliers,125,119,1.303030303030303,3.7,3.2263149135805165,-4.3096922998804,1,1,1,0,1.303030303030303,30.30303030303031
3257,Detroit Pistons,Indiana Pacers,111,106,2.2,1.7142857142857144,-5.345550810181083,-0.8382516396313262,0,1,0,1,1.7142857142857144,-100.0
3258,Washington Wizards,Atlanta Hawks,114,117,2.95,1.434782608695652,-3.3898110933853416,-0.9797304267208033,0,0,1,0,1.434782608695652,43.47826086956522
3259,Chicago Bulls,Milwaukee Bucks,112,118,2.75,1.5,-1.683908653442645,5.690196176556934,0,0,1,0,1.5,50.0
3260,Toronto Raptors,Orlando Magic,97,103,1.3225806451612903,3.6,2.5734027207204195,-5.849191857264415,1,0,0,1,1.3225806451612903,-100.0
3261,New Orleans Pelicans,Utah Jazz,124,90,2.7,1.526315789473684,-0.5093593018062643,5.444032665642926,0,1,0,1,1.526315789473684,-100.0
3262,Oklahoma City Thunder,Minnesota Timberwolves,101,138,4.5,1.2380952380952381,-5.529767726818109,-1.926723951826823,0,0,1,0,1.2380952380952381,23.80952380952381
3263,Denver Nuggets,Houston Rockets,116,101,1.2222222222222223,4.75,2.453386720352784,-4.190734912751116,1,1,1,0,1.2222222222222223,22.22222222222223
3264,Pheonix Suns,New York Knicks,115,114,1.4,3.1,,-1.3776575013818333,0,1,0,1,3.1,-100.0
3265,Dallas Mavericks,Sacramento Kings,114,113,1.5405405405405406,2.65,3.2529267441129175,-3.442680688649372,1,1,1,0,1.5405405405405406,54.05405405405406
3266,Charlotte Hornets,San Antonio Spurs,123,117,1.5882352941176472,2.5,-2.6556167949067144,-0.7090459573831968,0,1,0,1,2.5,-100.0
3267,Mephis Grizzlies,Orlando Magic,124,96,1.0625,10.0,,-5.849191857264415,0,1,0,1,10.0,-100.0
3268,Miami Heat,Philadelphia 76ers,99,82,1.5,2.75,2.6168031631855277,3.2263149135805165,0,1,0,1,2.75,-100.0
3269,Minnesota Timberwolves,Portland Trailblazers,135,121,1.0909090909090908,8.0,-1.926723951826823,,0,1,0,1,8.0,-100.0
3270,Los Angeles Lakers,Golden State Warriors,124,116,2.9,1.4545454545454546,2.002113488571497,0.7095695951871412,1,1,1,0,2.9,190.0
3271,Boston Celtics,Brooklyn Nets,126,120,1.4545454545454546,2.9,4.979438202404495,1.5507666832269629,1,1,1,0,1.4545454545454546,45.45454545454547
3272,Milwaukee Bucks,Pheonix Suns,132,122,1.2222222222222223,4.75,5.690196176556934,,0,1,0,1,4.75,-100.0
3273,Washington Wizards,Indiana Pacers,133,123,1.7407407407407407,2.15,-3.3898110933853416,-0.8382516396313262,0,1,0,1,2.15,-100.0
3274,Oklahoma City Thunder,Utah Jazz,103,116,8.5,1.0833333333333333,-5.529767726818109,5.444032665642926,0,0,1,0,1.0833333333333333,8.333333333333329
3275,Houston Rockets,Mephis Grizzlies,123,112,5.5,1.1666666666666667,-4.190734912751116,,0,1,0,1,1.1666666666666667,-100.0
3276,Cleveland Cavaliers,Toronto Raptors,104,96,1.5,2.75,-4.3096922998804,2.5734027207204195,0,1,0,1,2.75,-100.0
3277,Denver Nuggets,New Orleans Pelicans,138,130,1.5405405405405406,2.65,2.453386720352784,-0.5093593018062643,1,1,1,0,1.5405405405405406,54.05405405405406
3278,Los Angeles Clippers,New York Knicks,93,116,1.434782608695652,2.95,4.37862351620734,-1.3776575013818333,1,0,0,1,1.434782608695652,-100.0
3279,Philadelphia 76ers,Chicago Bulls,121,106,1.303030303030303,3.7,3.2263149135805165,-1.683908653442645,1,1,1,0,1.303030303030303,30.30303030303031
3280,Detroit Pistons,Atlanta Hawks,113,110,3.5,1.3333333333333333,-5.345550810181083,-0.9797304267208033,0,1,0,1,1.3333333333333333,-100.0
3281,Miami Heat,Houston Rockets,123,106,1.04,12.0,2.6168031631855277,-4.190734912751116,1,1,1,0,1.04,4.0
3282,Minnesota Timberwolves,Portland Trailblazers,124,81,1.0833333333333333,8.5,-1.926723951826823,,0,1,0,1,8.5,-100.0
3283,San Antonio Spurs,Los Angeles Lakers,117,110,1.3846153846153846,3.2,-0.7090459573831968,2.002113488571497,0,1,0,1,3.2,-100.0
3284,Dallas Mavericks,Utah Jazz,111,103,1.9523809523809523,1.8695652173913042,3.2529267441129175,5.444032665642926,0,1,0,1,1.8695652173913042,-100.0
3285,Denver Nuggets,Golden State Warriors,131,124,1.2857142857142856,3.9,2.453386720352784,0.7095695951871412,1,1,1,0,1.2857142857142856,28.571428571428555
3286,Sacramento Kings,New York Knicks,115,131,1.5882352941176472,2.5,-3.442680688649372,-1.3776575013818333,0,0,1,0,2.5,150.0
3287,Charlotte Hornets,Brooklyn Nets,121,132,2.5,1.5882352941176472,-2.6556167949067144,1.5507666832269629,0,0,1,0,1.5882352941176472,58.823529411764724
3288,Orlando Magic,Pheonix Suns,99,102,3.05,1.4081632653061225,-5.849191857264415,,0,0,1,0,1.4081632653061225,40.81632653061226
3289,Indiana Pacers,Cleveland Cavaliers,124,127,2.25,1.6896551724137931,-0.8382516396313262,-4.3096922998804,1,0,0,1,2.25,-100.0
3290,Mephis Grizzlies,New Orleans Pelicans,132,111,1.303030303030303,3.7,,-0.5093593018062643,0,1,0,1,3.7,-100.0
3291,Oklahoma City Thunder,Milwaukee Bucks,115,142,8.0,1.0909090909090908,-5.529767726818109,5.690196176556934,0,0,1,0,1.0909090909090908,9.09090909090908
3292,Golden State Warriors,Los Angeles Clippers,112,97,1.4166666666666667,3.0,0.7095695951871412,4.37862351620734,0,1,0,1,3.0,-100.0
3293,Detroit Pistons,Chicago Bulls,108,114,3.15,1.392156862745098,-5.345550810181083,-1.683908653442645,0,0,1,0,1.392156862745098,39.21568627450981
3294,Charlotte Hornets,Boston Celtics,101,115,3.2,1.3846153846153846,-2.6556167949067144,4.979438202404495,0,0,1,0,1.3846153846153846,38.46153846153845
3295,Miami Heat,Pheonix Suns,90,111,1.5555555555555556,2.6,2.6168031631855277,,0,0,1,0,2.6,160.0
3296,Milwaukee Bucks,Atlanta Hawks,124,115,1.5405405405405406,2.65,5.690196176556934,-0.9797304267208033,1,1,1,0,1.5405405405405406,54.05405405405406
3297,Houston Rockets,Los Angeles Lakers,139,130,3.6,1.3225806451612903,-4.190734912751116,2.002113488571497,0,1,0,1,1.3225806451612903,-100.0
3298,New Orleans Pelicans,Orlando Magic,102,108,1.2777777777777777,4.0,-0.5093593018062643,-5.849191857264415,1,0,0,1,1.2777777777777777,-100.0
3299,Minnesota Timberwolves,Oklahoma City Thunder,132,102,1.0714285714285714,9.0,-1.926723951826823,-5.529767726818109,1,1,1,0,1.0714285714285714,7.142857142857139
3300,San Antonio Spurs,Toronto Raptors,104,119,2.0,1.8333333333333335,-0.7090459573831968,2.5734027207204195,0,0,1,0,1.8333333333333335,83.33333333333334
3301,Dallas Mavericks,New York Knicks,77,107,1.25,4.3,3.2529267441129175,-1.3776575013818333,1,0,0,1,1.25,-100.0
3302,Utah Jazz,Portland Trailblazers,123,85,1.025,15.0,5.444032665642926,,0,1,0,1,15.0,-100.0
3303,Sacramento Kings,Denver Nuggets,100,106,3.2,1.3846153846153846,-3.442680688649372,2.453386720352784,0,0,1,0,1.3846153846153846,38.46153846153845
3304,Los Angeles Clippers,Washington Wizards,115,109,1.625,2.4,4.37862351620734,-3.3898110933853416,1,1,1,0,1.625,62.5
3305,Philadelphia 76ers,Brooklyn Nets,100,129,1.5555555555555556,2.6,3.2263149135805165,1.5507666832269629,1,0,0,1,1.5555555555555556,-100.0
3306,Denver Nuggets,Golden State Warriors,102,113,2.05,1.8,2.453386720352784,0.7095695951871412,1,0,0,1,2.05,-100.0
3307,Orlando Magic,Minnesota Timberwolves,118,110,4.0,1.2777777777777777,-5.849191857264415,-1.926723951826823,0,1,0,1,1.2777777777777777,-100.0
3308,Boston Celtics,Detroit Pistons,114,103,1.0909090909090908,8.0,4.979438202404495,-5.345550810181083,1,1,1,0,1.0909090909090908,9.09090909090908
3309,Atlanta Hawks,Los Angeles Clippers,112,106,1.3571428571428572,3.4,-0.9797304267208033,4.37862351620734,0,1,0,1,3.4,-100.0
3310,Houston Rockets,Dallas Mavericks,100,113,5.5,1.1666666666666667,-4.190734912751116,3.2529267441129175,0,0,1,0,1.1666666666666667,16.66666666666667
3311,Mephis Grizzlies,New York Knicks,118,114,1.2439024390243902,4.4,,-1.3776575013818333,0,1,0,1,4.4,-100.0
3312,Miami Heat,Cleveland Cavaliers,117,105,1.2941176470588236,3.8,2.6168031631855277,-4.3096922998804,1,1,1,0,1.2941176470588236,29.411764705882348
3313,New Orleans Pelicans,Charlotte Hornets,120,142,2.3,1.6666666666666665,-0.5093593018062643,-2.6556167949067144,1,0,0,1,2.3,-100.0
3314,San Antonio Spurs,Utah Jazz,104,102,2.9,1.4545454545454546,-0.7090459573831968,5.444032665642926,0,1,0,1,1.4545454545454546,-100.0
3315,Pheonix Suns,Toronto Raptors,112,117,1.4761904761904763,2.8,,2.5734027207204195,0,0,1,0,2.8,180.0
3316,Los Angeles Lakers,Washington Wizards,122,109,1.5405405405405406,2.65,2.002113488571497,-3.3898110933853416,1,1,1,0,1.5405405405405406,54.05405405405406
3317,San Antonio Spurs,Indiana Pacers,108,119,1.7692307692307692,2.1,-0.7090459573831968,-0.8382516396313262,1,0,0,1,1.7692307692307692,-100.0
3318,Miami Heat,Minnesota Timberwolves,104,113,1.606060606060606,2.45,2.6168031631855277,-1.926723951826823,1,0,0,1,1.606060606060606,-100.0
3319,Chicago Bulls,Cleveland Cavaliers,101,91,1.526315789473684,2.7,-1.683908653442645,-4.3096922998804,1,1,1,0,1.526315789473684,52.63157894736841
3320,Golden State Warriors,Milwaukee Bucks,122,109,2.1,1.7692307692307692,0.7095695951871412,5.690196176556934,0,1,0,1,1.7692307692307692,-100.0
3321,Utah Jazz,Sacramento Kings,134,125,1.25,4.3,5.444032665642926,-3.442680688649372,1,1,1,0,1.25,25.0
3322,Denver Nuggets,Toronto Raptors,115,127,1.3636363636363638,3.35,2.453386720352784,2.5734027207204195,0,0,1,0,3.35,235.0
3323,Portland Trailblazers,Washington Wizards,127,118,3.3,1.3703703703703702,,-3.3898110933853416,0,1,0,1,1.3703703703703702,-100.0
3324,Brooklyn Nets,New York Knicks,110,107,1.4166666666666667,3.0,1.5507666832269629,-1.3776575013818333,1,1,1,0,1.4166666666666667,41.666666666666686
3325,Detroit Pistons,Los Angeles Clippers,102,106,2.55,1.5714285714285714,-5.345550810181083,4.37862351620734,0,0,1,0,1.5714285714285714,57.14285714285714
3326,Boston Celtics,Dallas Mavericks,92,95,1.3571428571428572,3.4,4.979438202404495,3.2529267441129175,1,0,0,1,1.3571428571428572,-100.0
3327,Orlando Magic,Philadelphia 76ers,114,116,6.0,1.1428571428571428,-5.849191857264415,3.2263149135805165,0,0,1,0,1.1428571428571428,14.285714285714278
3328,Oklahoma City Thunder,Mephis Grizzlies,118,125,9.0,1.0714285714285714,-5.529767726818109,,0,0,1,0,1.0714285714285714,7.142857142857139
