,home,away,home_total,away_total,home_ml,away_ml,home_rat,away_rat,bet_home,home_win,bet_win,bet_lose,bet_odds,winnings
840,Los Angeles Lakers,Boston Celtics,114,112,1.303030303030303,3.6,2.002113488571497,4.979438202404495,0,1,0,1,3.6,-100.0
841,Toronto Raptors,Indiana Pacers,127,81,1.4761904761904763,2.75,2.5734027207204195,-0.8382516396313262,1,1,1,0,1.4761904761904763,47.61904761904762
842,Denver Nuggets,Minnesota Timberwolves,128,116,1.0666666666666667,9.5,2.453386720352784,-1.926723951826823,1,1,1,0,1.0666666666666667,6.666666666666671
843,Oklahoma City Thunder,San Antonio Spurs,131,103,1.4545454545454546,2.8,-5.529767726818109,-0.7090459573831968,0,1,0,1,2.8,-100.0
844,Chicago Bulls,Washington Wizards,126,117,2.4,1.625,-1.683908653442645,-3.3898110933853416,1,1,1,0,2.4,140.0
845,Golden State Warriors,New Orleans Pelicans,101,115,5.25,1.1666666666666667,0.7095695951871412,-0.5093593018062643,1,0,0,1,5.25,-100.0
846,Portland Trailblazers,Detroit Pistons,107,104,1.434782608695652,2.85,,-5.345550810181083,0,1,0,1,2.85,-100.0
847,Washington Wizards,Milwaukee Bucks,134,137,8.75,1.0769230769230769,-3.3898110933853416,5.690196176556934,0,0,1,0,1.0769230769230769,7.692307692307693
848,Cleveland Cavaliers,Miami Heat,125,119,3.15,1.3773584905660377,-4.3096922998804,2.6168031631855277,0,1,0,1,1.3773584905660377,-100.0
849,Philadelphia 76ers,Atlanta Hawks,129,112,1.25,4.0,3.2263149135805165,-0.9797304267208033,1,1,1,0,1.25,25.0
850,Brooklyn Nets,Orlando Magic,113,115,1.5882352941176472,2.45,1.5507666832269629,-5.849191857264415,1,0,0,1,1.5882352941176472,-100.0
851,Houston Rockets,New York Knicks,123,112,1.1,7.5,-4.190734912751116,-1.3776575013818333,0,1,0,1,7.5,-100.0
852,Dallas Mavericks,Minnesota Timberwolves,139,123,1.0833333333333333,8.5,3.2529267441129175,-1.926723951826823,1,1,1,0,1.0833333333333333,8.333333333333329
853,Utah Jazz,Pheonix Suns,111,131,1.25,4.0,5.444032665642926,,0,0,1,0,4.0,300.0
854,Los Angeles Clippers,Mephis Grizzlies,124,97,1.1481481481481481,5.75,4.37862351620734,,0,1,0,1,5.75,-100.0
855,Indiana Pacers,Charlotte Hornets,119,80,1.125,6.5,-0.8382516396313262,-2.6556167949067144,1,1,1,0,1.125,12.5
856,Toronto Raptors,Milwaukee Bucks,97,108,1.9090909090909092,1.9090909090909092,2.5734027207204195,5.690196176556934,0,0,1,0,1.9090909090909092,90.9090909090909
857,Chicago Bulls,Oklahoma City Thunder,122,124,3.8,1.2777777777777777,-1.683908653442645,-5.529767726818109,1,0,0,1,3.8,-100.0
858,Denver Nuggets,Detroit Pistons,115,98,1.0833333333333333,8.5,2.453386720352784,-5.345550810181083,1,1,1,0,1.0833333333333333,8.333333333333329
859,Portland Trailblazers,Boston Celtics,106,118,3.4,1.3333333333333333,,4.979438202404495,0,0,1,0,1.3333333333333333,33.333333333333314
860,Los Angeles Lakers,New Orleans Pelicans,118,109,1.2941176470588236,3.7,2.002113488571497,-0.5093593018062643,1,1,1,0,1.2941176470588236,29.411764705882348
861,Golden State Warriors,Sacramento Kings,94,112,3.55,1.3125,0.7095695951871412,-3.442680688649372,1,0,0,1,3.55,-100.0
862,Cleveland Cavaliers,Philadelphia 76ers,108,94,3.75,1.2857142857142856,-4.3096922998804,3.2263149135805165,0,1,0,1,1.2857142857142856,-100.0
863,Charlotte Hornets,New York Knicks,107,101,2.15,1.7407407407407407,-2.6556167949067144,-1.3776575013818333,0,1,0,1,1.7407407407407407,-100.0
864,Washington Wizards,Brooklyn Nets,110,106,2.05,1.8,-3.3898110933853416,1.5507666832269629,0,1,0,1,1.8,-100.0
865,Atlanta Hawks,Orlando Magic,120,130,2.2,1.7142857142857144,-0.9797304267208033,-5.849191857264415,1,0,0,1,2.2,-100.0
866,San Antonio Spurs,Dallas Mavericks,103,109,2.5,1.5555555555555556,-0.7090459573831968,3.2529267441129175,0,0,1,0,1.5555555555555556,55.55555555555557
867,Miami Heat,Minnesota Timberwolves,126,129,1.125,6.5,2.6168031631855277,-1.926723951826823,1,0,0,1,1.125,-100.0
868,Houston Rockets,Mephis Grizzlies,140,112,1.125,6.5,-4.190734912751116,,0,1,0,1,6.5,-100.0
869,Pheonix Suns,Los Angeles Clippers,92,102,3.6,1.303030303030303,,4.37862351620734,0,0,1,0,1.303030303030303,30.30303030303031
870,Utah Jazz,Boston Celtics,103,114,1.4545454545454546,2.8,5.444032665642926,4.979438202404495,1,0,0,1,1.4545454545454546,-100.0
871,Philadelphia 76ers,New York Knicks,115,106,1.303030303030303,3.6,3.2263149135805165,-1.3776575013818333,1,1,1,0,1.303030303030303,30.30303030303031
872,Oklahoma City Thunder,Sacramento Kings,112,108,1.2777777777777777,3.8,-5.529767726818109,-3.442680688649372,0,1,0,1,3.8,-100.0
873,Indiana Pacers,Portland Trailblazers,106,100,1.1818181818181819,5.0,-0.8382516396313262,,0,1,0,1,5.0,-100.0
874,Golden State Warriors,Los Angeles Lakers,86,116,5.25,1.1666666666666667,0.7095695951871412,2.002113488571497,0,0,1,0,1.1666666666666667,16.66666666666667
875,Orlando Magic,Minnesota Timberwolves,136,125,1.2777777777777777,3.8,-5.849191857264415,-1.926723951826823,0,1,0,1,3.8,-100.0
876,Toronto Raptors,Charlotte Hornets,96,99,1.0714285714285714,9.0,2.5734027207204195,-2.6556167949067144,1,0,0,1,1.0714285714285714,-100.0
877,Atlanta Hawks,Brooklyn Nets,141,118,2.2,1.7142857142857144,-0.9797304267208033,1.5507666832269629,0,1,0,1,1.7142857142857144,-100.0
878,New Orleans Pelicans,Cleveland Cavaliers,116,104,1.1,7.5,-0.5093593018062643,-4.3096922998804,1,1,1,0,1.1,10.000000000000014
879,Mephis Grizzlies,Sacramento Kings,101,104,1.7407407407407407,2.15,,-3.442680688649372,0,0,1,0,2.15,115.0
880,Milwaukee Bucks,Oklahoma City Thunder,133,86,1.1538461538461537,5.5,5.690196176556934,-5.529767726818109,1,1,1,0,1.1538461538461537,15.384615384615373
881,Miami Heat,Dallas Mavericks,126,118,1.6896551724137931,2.25,2.6168031631855277,3.2529267441129175,0,1,0,1,2.25,-100.0
882,Utah Jazz,Washington Wizards,129,119,1.1666666666666667,5.25,5.444032665642926,-3.3898110933853416,1,1,1,0,1.1666666666666667,16.66666666666667
883,Pheonix Suns,Detroit Pistons,111,113,1.2352941176470589,4.25,,-5.345550810181083,0,0,1,0,4.25,325.0
884,Los Angeles Clippers,Denver Nuggets,132,103,1.3636363636363638,3.25,4.37862351620734,2.453386720352784,1,1,1,0,1.3636363636363638,36.363636363636374
885,New York Knicks,Chicago Bulls,125,115,1.7142857142857144,2.2,-1.3776575013818333,-1.683908653442645,1,1,1,0,1.7142857142857144,71.42857142857144
886,Miami Heat,Brooklyn Nets,116,113,1.303030303030303,3.6,2.6168031631855277,1.5507666832269629,1,1,1,0,1.303030303030303,30.30303030303031
887,Atlanta Hawks,Portland Trailblazers,129,117,1.7692307692307692,2.1,-0.9797304267208033,,0,1,0,1,2.1,-100.0
888,Cleveland Cavaliers,Indiana Pacers,104,113,4.5,1.2222222222222223,-4.3096922998804,-0.8382516396313262,0,0,1,0,1.2222222222222223,22.22222222222223
889,Mephis Grizzlies,Los Angeles Lakers,105,88,6.0,1.1428571428571428,,2.002113488571497,0,1,0,1,1.1428571428571428,-100.0
890,Boston Celtics,Houston Rockets,110,111,1.9090909090909092,1.9090909090909092,4.979438202404495,-4.190734912751116,1,0,0,1,1.9090909090909092,-100.0
891,San Antonio Spurs,Orlando Magic,114,113,1.5405405405405406,2.55,-0.7090459573831968,-5.849191857264415,1,1,1,0,1.5405405405405406,54.05405405405406
892,Pheonix Suns,Golden State Warriors,99,115,1.1818181818181819,5.0,,0.7095695951871412,0,0,1,0,5.0,400.0
893,Charlotte Hornets,Milwaukee Bucks,85,93,8.5,1.0833333333333333,-2.6556167949067144,5.690196176556934,0,0,1,0,1.0833333333333333,8.333333333333329
894,Los Angeles Clippers,Philadelphia 76ers,136,130,1.05,11.0,4.37862351620734,3.2263149135805165,1,1,1,0,1.05,5.0
895,Minnesota Timberwolves,Dallas Mavericks,91,111,3.1,1.3846153846153846,-1.926723951826823,3.2529267441129175,0,0,1,0,1.3846153846153846,38.46153846153845
896,Sacramento Kings,Detroit Pistons,106,100,1.1818181818181819,5.0,-3.442680688649372,-5.345550810181083,1,1,1,0,1.1818181818181819,18.181818181818187
897,Denver Nuggets,Toronto Raptors,133,118,1.7142857142857144,2.2,2.453386720352784,2.5734027207204195,0,1,0,1,2.2,-100.0
898,New Orleans Pelicans,Los Angeles Lakers,114,122,1.7407407407407407,2.15,-0.5093593018062643,2.002113488571497,0,0,1,0,2.15,115.0
899,Golden State Warriors,Washington Wizards,110,124,3.5,1.3225806451612903,0.7095695951871412,-3.3898110933853416,1,0,0,1,3.5,-100.0
900,New York Knicks,Houston Rockets,125,123,5.25,1.1666666666666667,-1.3776575013818333,-4.190734912751116,1,1,1,0,5.25,425.0
901,Orlando Magic,Portland Trailblazers,107,130,1.3636363636363638,3.25,-5.849191857264415,,0,0,1,0,3.25,225.0
902,Cleveland Cavaliers,Utah Jazz,113,126,5.5,1.1538461538461537,-4.3096922998804,5.444032665642926,0,0,1,0,1.1538461538461537,15.384615384615373
903,Atlanta Hawks,Mephis Grizzlies,88,127,1.7142857142857144,2.2,-0.9797304267208033,,0,0,1,0,2.2,120.00000000000003
904,Miami Heat,Milwaukee Bucks,105,89,2.75,1.4761904761904763,2.6168031631855277,5.690196176556934,0,1,0,1,1.4761904761904763,-100.0
905,Chicago Bulls,Dallas Mavericks,109,107,3.2,1.3703703703703702,-1.683908653442645,3.2529267441129175,0,1,0,1,1.3703703703703702,-100.0
906,San Antonio Spurs,Indiana Pacers,111,116,2.2,1.7142857142857144,-0.7090459573831968,-0.8382516396313262,1,0,0,1,2.2,-100.0
907,Charlotte Hornets,San Antonio Spurs,103,104,2.45,1.5882352941176472,-2.6556167949067144,-0.7090459573831968,0,0,1,0,1.5882352941176472,58.823529411764724
908,Boston Celtics,Brooklyn Nets,120,129,1.3571428571428572,3.3,4.979438202404495,1.5507666832269629,1,0,0,1,1.3571428571428572,-100.0
909,Oklahoma City Thunder,Los Angeles Clippers,94,109,2.7,1.5,-5.529767726818109,4.37862351620734,0,0,1,0,1.5,50.0
910,New Orleans Pelicans,Minnesota Timberwolves,134,139,1.1538461538461537,5.5,-0.5093593018062643,-1.926723951826823,1,0,0,1,1.1538461538461537,-100.0
911,Denver Nuggets,Golden State Warriors,100,116,1.0333333333333334,13.0,2.453386720352784,0.7095695951871412,1,0,0,1,1.0333333333333334,-100.0
912,Pheonix Suns,Toronto Raptors,114,123,2.45,1.5882352941176472,,2.5734027207204195,0,0,1,0,1.5882352941176472,58.823529411764724
913,Los Angeles Lakers,Philadelphia 76ers,120,107,1.1,7.5,2.002113488571497,3.2263149135805165,0,1,0,1,7.5,-100.0
914,Sacramento Kings,Washington Wizards,133,126,1.4166666666666667,2.9,-3.442680688649372,-3.3898110933853416,0,1,0,1,2.9,-100.0
915,Cleveland Cavaliers,Boston Celtics,106,112,2.45,1.5882352941176472,-4.3096922998804,4.979438202404495,0,0,1,0,1.5882352941176472,58.823529411764724
916,Detroit Pistons,Oklahoma City Thunder,107,114,4.0,1.25,-5.345550810181083,-5.529767726818109,1,0,0,1,4.0,-100.0
917,Miami Heat,Orlando Magic,116,113,1.3333333333333333,3.4,2.6168031631855277,-5.849191857264415,1,1,1,0,1.3333333333333333,33.333333333333314
918,New York Knicks,Utah Jazz,104,112,4.0,1.25,-1.3776575013818333,5.444032665642926,0,0,1,0,1.25,25.0
919,Brooklyn Nets,Mephis Grizzlies,79,118,1.8695652173913042,1.9523809523809523,1.5507666832269629,,0,0,1,0,1.9523809523809523,95.23809523809524
920,Minnesota Timberwolves,Chicago Bulls,115,108,1.7692307692307692,2.1,-1.926723951826823,-1.683908653442645,0,1,0,1,2.1,-100.0
921,Dallas Mavericks,New Orleans Pelicans,127,123,1.3571428571428572,3.3,3.2529267441129175,-0.5093593018062643,1,1,1,0,1.3571428571428572,35.71428571428572
922,Milwaukee Bucks,Indiana Pacers,119,100,1.1428571428571428,6.0,5.690196176556934,-0.8382516396313262,1,1,1,0,1.1428571428571428,14.285714285714278
923,Portland Trailblazers,Washington Wizards,125,104,1.2777777777777777,3.8,,-3.3898110933853416,0,1,0,1,3.8,-100.0
924,Charlotte Hornets,Denver Nuggets,112,114,5.0,1.1818181818181819,-2.6556167949067144,2.453386720352784,0,0,1,0,1.1818181818181819,18.181818181818187
925,Houston Rockets,Los Angeles Clippers,105,120,2.0,1.8333333333333335,-4.190734912751116,4.37862351620734,0,0,1,0,1.8333333333333335,83.33333333333334
926,Sacramento Kings,Philadelphia 76ers,108,125,1.434782608695652,2.85,-3.442680688649372,3.2263149135805165,0,0,1,0,2.85,185.0
927,Golden State Warriors,Toronto Raptors,113,121,4.5,1.2222222222222223,0.7095695951871412,2.5734027207204195,0,0,1,0,1.2222222222222223,22.22222222222223
928,Washington Wizards,Atlanta Hawks,118,112,1.434782608695652,2.85,-3.3898110933853416,-0.9797304267208033,0,1,0,1,2.85,-100.0
929,New York Knicks,Oklahoma City Thunder,103,126,3.0,1.4,-1.3776575013818333,-5.529767726818109,1,0,0,1,3.0,-100.0
930,Brooklyn Nets,San Antonio Spurs,139,120,1.7142857142857144,2.2,1.5507666832269629,-0.7090459573831968,1,1,1,0,1.7142857142857144,71.42857142857144
931,Boston Celtics,Utah Jazz,94,99,1.8,2.05,4.979438202404495,5.444032665642926,0,0,1,0,2.05,104.99999999999997
932,New Orleans Pelicans,Miami Heat,110,104,1.8,2.05,-0.5093593018062643,2.6168031631855277,0,1,0,1,2.05,-100.0
933,Minnesota Timberwolves,Orlando Magic,118,132,2.25,1.6896551724137931,-1.926723951826823,-5.849191857264415,1,0,0,1,2.25,-100.0
934,Chicago Bulls,Indiana Pacers,102,108,2.15,1.7407407407407407,-1.683908653442645,-0.8382516396313262,0,0,1,0,1.7407407407407407,74.07407407407408
935,Dallas Mavericks,Mephis Grizzlies,121,96,1.3225806451612903,3.5,3.2529267441129175,,0,1,0,1,3.5,-100.0
936,Pheonix Suns,Portland Trailblazers,127,117,2.4,1.625,,,0,1,0,1,1.625,-100.0
937,Los Angeles Lakers,Milwaukee Bucks,113,103,1.8,2.05,2.002113488571497,5.690196176556934,0,1,0,1,2.05,-100.0
938,Charlotte Hornets,Houston Rockets,108,99,4.0,1.25,-2.6556167949067144,-4.190734912751116,1,1,1,0,4.0,300.0
939,Detroit Pistons,Utah Jazz,105,111,4.0,1.25,-5.345550810181083,5.444032665642926,0,0,1,0,1.25,25.0
940,Cleveland Cavaliers,Denver Nuggets,104,102,5.0,1.1818181818181819,-4.3096922998804,2.453386720352784,0,1,0,1,1.1818181818181819,-100.0
941,Mephis Grizzlies,Atlanta Hawks,118,101,1.3703703703703702,3.2,,-0.9797304267208033,0,1,0,1,3.2,-100.0
942,Golden State Warriors,Philadelphia 76ers,118,114,2.45,1.5882352941176472,0.7095695951871412,3.2263149135805165,0,1,0,1,1.5882352941176472,-100.0
943,Portland Trailblazers,Sacramento Kings,111,123,1.7692307692307692,2.1,,-3.442680688649372,0,0,1,0,2.1,110.0
944,Brooklyn Nets,Chicago Bulls,110,107,1.3571428571428572,3.3,1.5507666832269629,-1.683908653442645,1,1,1,0,1.3571428571428572,35.71428571428572
945,Los Angeles Clippers,Los Angeles Lakers,103,112,1.6666666666666665,2.3,4.37862351620734,2.002113488571497,1,0,0,1,1.6666666666666665,-100.0
946,Minnesota Timberwolves,New Orleans Pelicans,107,120,3.6,1.303030303030303,-1.926723951826823,-0.5093593018062643,0,0,1,0,1.303030303030303,30.30303030303031
947,Boston Celtics,Oklahoma City Thunder,104,105,1.3571428571428572,3.3,4.979438202404495,-5.529767726818109,1,0,0,1,1.3571428571428572,-100.0
948,Pheonix Suns,Milwaukee Bucks,140,131,3.25,1.3636363636363638,,5.690196176556934,0,1,0,1,1.3636363636363638,-100.0
949,Dallas Mavericks,Indiana Pacers,109,112,1.3636363636363638,3.25,3.2529267441129175,-0.8382516396313262,1,0,0,1,1.3636363636363638,-100.0
950,Washington Wizards,Miami Heat,89,100,2.9,1.4166666666666667,-3.3898110933853416,2.6168031631855277,0,0,1,0,1.4166666666666667,41.666666666666686
951,Houston Rockets,Orlando Magic,106,126,1.25,4.0,-4.190734912751116,-5.849191857264415,1,0,0,1,1.25,-100.0
952,Cleveland Cavaliers,San Antonio Spurs,132,129,2.6,1.526315789473684,-4.3096922998804,-0.7090459573831968,0,1,0,1,1.526315789473684,-100.0
953,New York Knicks,Detroit Pistons,96,84,1.434782608695652,2.85,-1.3776575013818333,-5.345550810181083,1,1,1,0,1.434782608695652,43.47826086956522
954,Sacramento Kings,Toronto Raptors,113,118,2.7,1.5,-3.442680688649372,2.5734027207204195,0,0,1,0,1.5,50.0
955,Atlanta Hawks,Charlotte Hornets,143,138,1.5,2.7,-0.9797304267208033,-2.6556167949067144,1,1,1,0,1.5,50.0
956,Utah Jazz,Toronto Raptors,92,101,1.3846153846153846,3.1,5.444032665642926,2.5734027207204195,1,0,0,1,1.3846153846153846,-100.0
957,Denver Nuggets,Milwaukee Bucks,109,95,1.303030303030303,3.6,2.453386720352784,5.690196176556934,0,1,0,1,3.6,-100.0
958,Indiana Pacers,Boston Celtics,111,114,2.3,1.6666666666666665,-0.8382516396313262,4.979438202404495,0,0,1,0,1.6666666666666665,66.66666666666666
959,Washington Wizards,New York Knicks,122,115,1.4545454545454546,2.8,-3.3898110933853416,-1.3776575013818333,0,1,0,1,2.8,-100.0
960,Chicago Bulls,Cleveland Cavaliers,108,103,1.5555555555555556,2.5,-1.683908653442645,-4.3096922998804,1,1,1,0,1.5555555555555556,55.55555555555557
961,Houston Rockets,Minnesota Timberwolves,117,111,1.1111111111111112,7.0,-4.190734912751116,-1.926723951826823,0,1,0,1,7.0,-100.0
962,Mephis Grizzlies,Orlando Magic,115,120,1.7692307692307692,2.1,,-5.849191857264415,0,0,1,0,2.1,110.0
963,San Antonio Spurs,Dallas Mavericks,119,109,2.5,1.5555555555555556,-0.7090459573831968,3.2529267441129175,0,1,0,1,1.5555555555555556,-100.0
964,Portland Trailblazers,Pheonix Suns,121,105,1.4,3.0,,,0,1,0,1,3.0,-100.0
965,Los Angeles Lakers,Brooklyn Nets,102,104,1.1,7.5,2.002113488571497,1.5507666832269629,1,0,0,1,1.1,-100.0
966,Golden State Warriors,Los Angeles Clippers,107,131,6.75,1.1176470588235294,0.7095695951871412,4.37862351620734,0,0,1,0,1.1176470588235294,11.764705882352942
967,Atlanta Hawks,New York Knicks,131,136,1.4,3.0,-0.9797304267208033,-1.3776575013818333,1,0,0,1,1.4,-100.0
968,Philadelphia 76ers,Detroit Pistons,124,106,1.125,6.5,3.2263149135805165,-5.345550810181083,1,1,1,0,1.125,12.5
969,Miami Heat,Charlotte Hornets,98,109,1.1428571428571428,6.0,2.6168031631855277,-2.6556167949067144,1,0,0,1,1.1428571428571428,-100.0
970,Dallas Mavericks,Denver Nuggets,113,97,2.2,1.7142857142857144,3.2529267441129175,2.453386720352784,1,1,1,0,2.2,120.00000000000003
971,New Orleans Pelicans,Utah Jazz,104,106,1.6896551724137931,2.25,-0.5093593018062643,5.444032665642926,0,0,1,0,2.25,125.0
972,Los Angeles Lakers,Los Angeles Clippers,103,101,1.5405405405405406,2.65,2.002113488571497,4.37862351620734,0,1,0,1,2.65,-100.0
973,Brooklyn Nets,Orlando Magic,118,128,3.8,1.2941176470588236,1.5507666832269629,-5.849191857264415,1,0,0,1,3.8,-100.0
974,Portland Trailblazers,Mephis Grizzlies,140,135,1.625,2.4,,,0,1,0,1,2.4,-100.0
975,Washington Wizards,Pheonix Suns,112,125,3.6,1.3225806451612903,-3.3898110933853416,,0,0,1,0,1.3225806451612903,32.258064516129025
976,Milwaukee Bucks,Boston Celtics,119,112,1.5714285714285714,2.55,5.690196176556934,4.979438202404495,1,1,1,0,1.5714285714285714,57.14285714285714
977,San Antonio Spurs,Sacramento Kings,129,120,2.45,1.606060606060606,-0.7090459573831968,-3.442680688649372,1,1,1,0,2.45,145.00000000000003
978,Dallas Mavericks,Houston Rockets,149,153,2.0,1.8333333333333335,3.2529267441129175,-4.190734912751116,1,0,0,1,2.0,-100.0
979,Denver Nuggets,Miami Heat,105,125,2.55,1.5714285714285714,2.453386720352784,2.6168031631855277,0,0,1,0,1.5714285714285714,57.14285714285714
980,Oklahoma City Thunder,Utah Jazz,110,94,1.9090909090909092,1.9090909090909092,-5.529767726818109,5.444032665642926,0,1,0,1,1.9090909090909092,-100.0
981,Los Angeles Clippers,New Orleans Pelicans,126,103,1.4545454545454546,2.9,4.37862351620734,-0.5093593018062643,1,1,1,0,1.4545454545454546,45.45454545454547
982,Indiana Pacers,Philadelphia 76ers,127,121,3.4,1.3571428571428572,-0.8382516396313262,3.2263149135805165,0,1,0,1,1.3571428571428572,-100.0
983,Toronto Raptors,Los Angeles Lakers,107,92,2.3,1.6666666666666665,2.5734027207204195,2.002113488571497,1,1,1,0,2.3,129.99999999999997
984,Brooklyn Nets,Washington Wizards,118,110,1.5882352941176472,2.5,1.5507666832269629,-3.3898110933853416,1,1,1,0,1.5882352941176472,58.823529411764724
985,Boston Celtics,Portland Trailblazers,128,124,1.5882352941176472,2.5,4.979438202404495,,0,1,0,1,2.5,-100.0
986,Mephis Grizzlies,San Antonio Spurs,106,108,1.6451612903225805,2.35,,-0.7090459573831968,0,0,1,0,2.35,135.0
987,Orlando Magic,Sacramento Kings,132,116,1.7692307692307692,2.1,-5.849191857264415,-3.442680688649372,0,1,0,1,2.1,-100.0
988,Houston Rockets,Milwaukee Bucks,120,116,2.75,1.5,-4.190734912751116,5.690196176556934,0,1,0,1,1.5,-100.0
989,Pheonix Suns,Dallas Mavericks,117,115,3.1,1.4,,3.2529267441129175,0,1,0,1,1.4,-100.0
990,Miami Heat,Toronto Raptors,103,107,2.25,1.6896551724137931,2.6168031631855277,2.5734027207204195,1,0,0,1,2.25,-100.0
991,Washington Wizards,Indiana Pacers,100,111,4.3,1.25,-3.3898110933853416,-0.8382516396313262,0,0,1,0,1.25,25.0
992,Oklahoma City Thunder,Denver Nuggets,113,121,1.4166666666666667,3.0,-5.529767726818109,2.453386720352784,0,0,1,0,3.0,200.0
993,New Orleans Pelicans,Mephis Grizzlies,109,99,1.5405405405405406,2.65,-0.5093593018062643,,0,1,0,1,2.65,-100.0
994,Philadelphia 76ers,San Antonio Spurs,132,130,1.2985074626865671,3.75,3.2263149135805165,-0.7090459573831968,1,1,1,0,1.2985074626865671,29.850746268656707
995,Utah Jazz,Los Angeles Lakers,108,116,3.25,1.3773584905660377,5.444032665642926,2.002113488571497,1,0,0,1,3.25,-100.0
996,Milwaukee Bucks,Brooklyn Nets,116,119,1.02,16.0,5.690196176556934,1.5507666832269629,1,0,0,1,1.02,-100.0
997,Sacramento Kings,Dallas Mavericks,110,114,3.0,1.4166666666666667,-3.442680688649372,3.2529267441129175,0,0,1,0,1.4166666666666667,41.666666666666686
998,Los Angeles Clippers,Pheonix Suns,115,117,1.25,4.3,4.37862351620734,,0,0,1,0,4.3,330.0
999,Indiana Pacers,Orlando Magic,120,109,1.9523809523809523,1.8695652173913042,-0.8382516396313262,-5.849191857264415,1,1,1,0,1.9523809523809523,95.23809523809524
1000,Miami Heat,Boston Celtics,112,106,2.75,1.5,2.6168031631855277,4.979438202404495,0,1,0,1,1.5,-100.0
1001,Portland Trailblazers,Houston Rockets,110,102,2.5,1.5882352941176472,,-4.190734912751116,0,1,0,1,1.5882352941176472,-100.0
1002,Utah Jazz,Mephis Grizzlies,124,115,1.4545454545454546,2.9,5.444032665642926,,0,1,0,1,2.9,-100.0
1003,Washington Wizards,Philadelphia 76ers,98,107,5.5,1.1666666666666667,-3.3898110933853416,3.2263149135805165,0,0,1,0,1.1666666666666667,16.66666666666667
1004,San Antonio Spurs,Denver Nuggets,126,132,2.35,1.6451612903225805,-0.7090459573831968,2.453386720352784,0,0,1,0,1.6451612903225805,64.51612903225805
1005,Los Angeles Lakers,Oklahoma City Thunder,86,105,1.4166666666666667,3.0,2.002113488571497,-5.529767726818109,1,0,0,1,1.4166666666666667,-100.0
1006,Orlando Magic,Toronto Raptors,99,109,4.1,1.2702702702702702,-5.849191857264415,2.5734027207204195,0,0,1,0,1.2702702702702702,27.027027027027017
1007,Boston Celtics,Brooklyn Nets,149,115,1.263157894736842,4.2,4.979438202404495,1.5507666832269629,1,1,1,0,1.263157894736842,26.315789473684205
1008,Sacramento Kings,New Orleans Pelicans,140,125,2.7,1.526315789473684,-3.442680688649372,-0.5093593018062643,0,1,0,1,1.526315789473684,-100.0
1009,Milwaukee Bucks,Miami Heat,130,116,1.2222222222222223,4.75,5.690196176556934,2.6168031631855277,1,1,1,0,1.2222222222222223,22.22222222222223
1010,Pheonix Suns,Indiana Pacers,114,99,2.1,1.7692307692307692,,-0.8382516396313262,0,1,0,1,1.7692307692307692,-100.0
1011,Dallas Mavericks,Los Angeles Clippers,111,126,2.6,1.5555555555555556,3.2529267441129175,4.37862351620734,0,0,1,0,1.5555555555555556,55.55555555555557
1012,Denver Nuggets,Portland Trailblazers,115,125,2.7,1.526315789473684,2.453386720352784,,0,0,1,0,1.526315789473684,52.63157894736841
1013,Houston Rockets,Los Angeles Lakers,113,97,1.625,2.4,-4.190734912751116,2.002113488571497,0,1,0,1,2.4,-100.0
1014,San Antonio Spurs,Utah Jazz,119,111,1.2439024390243902,4.4,-0.7090459573831968,5.444032665642926,0,1,0,1,4.4,-100.0
1015,Mephis Grizzlies,Oklahoma City Thunder,121,92,2.35,1.6451612903225805,,-5.529767726818109,0,1,0,1,1.6451612903225805,-100.0
1016,Brooklyn Nets,Sacramento Kings,119,106,2.8,1.4761904761904763,1.5507666832269629,-3.442680688649372,1,1,1,0,2.8,180.0
1017,Philadelphia 76ers,Orlando Magic,108,101,1.526315789473684,2.7,3.2263149135805165,-5.849191857264415,1,1,1,0,1.526315789473684,52.63157894736841
1018,New Orleans Pelicans,Washington Wizards,118,107,1.2941176470588236,3.8,-0.5093593018062643,-3.3898110933853416,1,1,1,0,1.2941176470588236,29.411764705882348
1019,Toronto Raptors,Boston Celtics,100,122,1.8,2.05,2.5734027207204195,4.979438202404495,0,0,1,0,2.05,104.99999999999997
1020,Portland Trailblazers,Los Angeles Clippers,117,122,1.5714285714285714,2.55,,4.37862351620734,0,0,1,0,2.55,154.99999999999997
1021,Denver Nuggets,Utah Jazz,134,132,1.9523809523809523,1.8695652173913042,2.453386720352784,5.444032665642926,0,1,0,1,1.8695652173913042,-100.0
1022,Indiana Pacers,Los Angeles Lakers,116,111,2.9,1.4545454545454546,-0.8382516396313262,2.002113488571497,0,1,0,1,1.4545454545454546,-100.0
1023,Miami Heat,Pheonix Suns,112,119,2.5,1.5882352941176472,2.6168031631855277,,0,0,1,0,1.5882352941176472,58.823529411764724
1024,Dallas Mavericks,Milwaukee Bucks,136,132,2.9,1.4545454545454546,3.2529267441129175,5.690196176556934,0,1,0,1,1.4545454545454546,-100.0
1025,Oklahoma City Thunder,Washington Wizards,121,103,1.2222222222222223,4.75,-5.529767726818109,-3.3898110933853416,0,1,0,1,4.75,-100.0
1026,Toronto Raptors,Mephis Grizzlies,108,99,1.3225806451612903,3.6,2.5734027207204195,,0,1,0,1,3.6,-100.0
1027,New Orleans Pelicans,San Antonio Spurs,113,122,1.606060606060606,2.45,-0.5093593018062643,-0.7090459573831968,1,0,0,1,1.606060606060606,-100.0
