,date,away,away_pts,home,home_pts,pt_diff,home_win,home_loss
1881,2021-04-05,Utah Jazz,103,Dallas Mavericks,111,8,1,0
1882,2021-04-05,Sacramento Kings,106,Minnesota Timberwolves,116,10,1,0
1883,2021-04-05,Detroit Pistons,132,Oklahoma City Thunder,108,-24,0,1
1884,2021-04-05,Cleveland Cavaliers,125,San Antonio Spurs,101,-24,0,1
1885,2021-04-05,Washington Wizards,101,Toronto Raptors,103,2,1,0
1886,2021-04-05,Phoenix Suns,133,Houston Rockets,130,-3,0,1
1887,2021-04-06,Chicago Bulls,113,Indiana Pacers,97,-16,0,1
1888,2021-04-06,New Orleans Pelicans,107,Atlanta Hawks,123,16,1,0
1889,2021-04-06,Philadelphia 76ers,106,Boston Celtics,96,-10,0,1
1890,2021-04-06,Los Angeles Lakers,110,Toronto Raptors,101,-9,0,1
1891,2021-04-06,Memphis Grizzlies,124,Miami Heat,112,-12,0,1
1892,2021-04-06,Detroit Pistons,119,Denver Nuggets,134,15,1,0
1893,2021-04-06,Milwaukee Bucks,121,Golden State Warriors,122,1,1,0
1894,2021-04-06,Portland Trail Blazers,116,Los Angeles Clippers,133,17,1,0
1895,2021-04-07,Minnesota Timberwolves,137,Indiana Pacers,141,4,1,0
1896,2021-04-07,Washington Wizards,131,Orlando Magic,116,-15,0,1
1897,2021-04-07,New York Knicks,99,Boston Celtics,101,2,1,0
1898,2021-04-07,New Orleans Pelicans,111,Brooklyn Nets,139,28,1,0
1899,2021-04-07,Memphis Grizzlies,131,Atlanta Hawks,113,-18,0,1
1900,2021-04-07,Dallas Mavericks,93,Houston Rockets,102,9,1,0
1901,2021-04-07,Charlotte Hornets,113,Oklahoma City Thunder,102,-11,0,1
1902,2021-04-07,San Antonio Spurs,96,Denver Nuggets,106,10,1,0
1903,2021-04-07,Utah Jazz,113,Phoenix Suns,117,4,1,0
1904,2021-04-08,Los Angeles Lakers,104,Miami Heat,110,6,1,0
1905,2021-04-08,Chicago Bulls,122,Toronto Raptors,113,-9,0,1
1906,2021-04-08,Cleveland Cavaliers,129,Oklahoma City Thunder,102,-27,0,1
1907,2021-04-08,Milwaukee Bucks,101,Dallas Mavericks,116,15,1,0
1908,2021-04-08,Phoenix Suns,103,Los Angeles Clippers,113,10,1,0
1909,2021-04-08,Detroit Pistons,113,Sacramento Kings,101,-12,0,1
1910,2021-04-08,Portland Trail Blazers,103,Utah Jazz,122,19,1,0
1911,2021-04-09,Indiana Pacers,111,Orlando Magic,106,-5,0,1
1912,2021-04-09,Minnesota Timberwolves,136,Boston Celtics,145,9,1,0
1913,2021-04-09,Memphis Grizzlies,129,New York Knicks,133,4,1,0
1914,2021-04-09,Chicago Bulls,108,Atlanta Hawks,120,12,1,0
1915,2021-04-09,Philadelphia 76ers,94,New Orleans Pelicans,101,7,1,0
1916,2021-04-09,San Antonio Spurs,119,Denver Nuggets,121,2,1,0
1917,2021-04-09,Charlotte Hornets,127,Milwaukee Bucks,119,-8,0,1
1918,2021-04-09,Washington Wizards,110,Golden State Warriors,107,-3,0,1
1919,2021-04-09,Houston Rockets,109,Los Angeles Clippers,126,17,1,0
1920,2021-04-10,Toronto Raptors,135,Cleveland Cavaliers,115,-20,0,1
1921,2021-04-10,Los Angeles Lakers,126,Brooklyn Nets,101,-25,0,1
1922,2021-04-10,Philadelphia 76ers,117,Oklahoma City Thunder,93,-24,0,1
1923,2021-04-10,Sacramento Kings,112,Utah Jazz,128,16,1,0
1924,2021-04-10,Houston Rockets,109,Golden State Warriors,125,16,1,0
1925,2021-04-10,Washington Wizards,106,Phoenix Suns,134,28,1,0
1926,2021-04-10,Detroit Pistons,103,Portland Trail Blazers,118,15,1,0
1927,2021-04-11,Atlanta Hawks,105,Charlotte Hornets,101,-4,0,1
1928,2021-04-11,Boston Celtics,105,Denver Nuggets,87,-18,0,1
1929,2021-04-11,New Orleans Pelicans,116,Cleveland Cavaliers,109,-7,0,1
1930,2021-04-11,Milwaukee Bucks,124,Orlando Magic,87,-37,0,1
1931,2021-04-11,San Antonio Spurs,119,Dallas Mavericks,117,-2,0,1
1932,2021-04-11,Indiana Pacers,132,Memphis Grizzlies,125,-7,0,1
1933,2021-04-11,Chicago Bulls,117,Minnesota Timberwolves,121,4,1,0
1934,2021-04-11,Toronto Raptors,96,New York Knicks,102,6,1,0
1935,2021-04-11,Detroit Pistons,124,Los Angeles Clippers,131,7,1,0
1936,2021-04-11,Miami Heat,107,Portland Trail Blazers,98,-9,0,1
1937,2021-04-12,Philadelphia 76ers,113,Dallas Mavericks,95,-18,0,1
1938,2021-04-12,Los Angeles Lakers,96,New York Knicks,111,15,1,0
1939,2021-04-12,San Antonio Spurs,120,Orlando Magic,97,-23,0,1
1940,2021-04-12,Chicago Bulls,90,Memphis Grizzlies,101,11,1,0
1941,2021-04-12,Sacramento Kings,110,New Orleans Pelicans,117,7,1,0
1942,2021-04-12,Washington Wizards,125,Utah Jazz,121,-4,0,1
1943,2021-04-12,Denver Nuggets,107,Golden State Warriors,116,9,1,0
1944,2021-04-12,Houston Rockets,120,Phoenix Suns,126,6,1,0
1945,2021-04-13,Brooklyn Nets,127,Minnesota Timberwolves,97,-30,0,1
1946,2021-04-13,Los Angeles Clippers,126,Indiana Pacers,115,-11,0,1
1947,2021-04-13,Atlanta Hawks,108,Toronto Raptors,103,-5,0,1
1948,2021-04-13,Los Angeles Lakers,101,Charlotte Hornets,93,-8,0,1
1949,2021-04-13,Oklahoma City Thunder,96,Utah Jazz,106,10,1,0
1950,2021-04-13,Miami Heat,86,Phoenix Suns,106,20,1,0
1951,2021-04-13,Boston Celtics,116,Portland Trail Blazers,115,-1,0,1
1952,2021-04-14,Milwaukee Bucks,130,Minnesota Timberwolves,105,-25,0,1
1953,2021-04-14,Cleveland Cavaliers,103,Charlotte Hornets,90,-13,0,1
1954,2021-04-14,Brooklyn Nets,117,Philadelphia 76ers,123,6,1,0
1955,2021-04-14,San Antonio Spurs,112,Toronto Raptors,117,5,1,0
1956,2021-04-14,Orlando Magic,115,Chicago Bulls,106,-9,0,1
1957,2021-04-14,Los Angeles Clippers,100,Detroit Pistons,98,-2,0,1
1958,2021-04-14,New York Knicks,116,New Orleans Pelicans,106,-10,0,1
1959,2021-04-14,Indiana Pacers,132,Houston Rockets,124,-8,0,1
1960,2021-04-14,Golden State Warriors,147,Oklahoma City Thunder,109,-38,0,1
1961,2021-04-14,Dallas Mavericks,114,Memphis Grizzlies,113,-1,0,1
1962,2021-04-14,Miami Heat,106,Denver Nuggets,123,17,1,0
1963,2021-04-14,Washington Wizards,123,Sacramento Kings,111,-12,0,1
1964,2021-04-15,Milwaukee Bucks,120,Atlanta Hawks,109,-11,0,1
1965,2021-04-15,Golden State Warriors,119,Cleveland Cavaliers,101,-18,0,1
1966,2021-04-15,Boston Celtics,121,Los Angeles Lakers,113,-8,0,1
1967,2021-04-15,Sacramento Kings,114,Phoenix Suns,122,8,1,0
1968,2021-04-16,Indiana Pacers,111,Utah Jazz,119,8,1,0
1969,2021-04-16,Oklahoma City Thunder,104,Detroit Pistons,110,6,1,0
1970,2021-04-16,Los Angeles Clippers,103,Philadelphia 76ers,106,3,1,0
1971,2021-04-16,New Orleans Pelicans,115,Washington Wizards,117,2,1,0
1972,2021-04-16,Charlotte Hornets,115,Brooklyn Nets,130,15,1,0
1973,2021-04-16,Orlando Magic,102,Toronto Raptors,113,11,1,0
1974,2021-04-16,Memphis Grizzlies,126,Chicago Bulls,115,-11,0,1
1975,2021-04-16,Denver Nuggets,128,Houston Rockets,99,-29,0,1
1976,2021-04-16,Miami Heat,111,Minnesota Timberwolves,119,8,1,0
1977,2021-04-16,Portland Trail Blazers,107,San Antonio Spurs,106,-1,0,1
1978,2021-04-16,New York Knicks,117,Dallas Mavericks,109,-8,0,1
1979,2021-04-17,Utah Jazz,115,Los Angeles Lakers,127,12,1,0
1980,2021-04-17,Cleveland Cavaliers,96,Chicago Bulls,106,10,1,0
1981,2021-04-17,Detroit Pistons,100,Washington Wizards,121,21,1,0
1982,2021-04-17,Golden State Warriors,114,Boston Celtics,119,5,1,0
1983,2021-04-17,Memphis Grizzlies,128,Milwaukee Bucks,115,-13,0,1
1984,2021-04-17,San Antonio Spurs,111,Phoenix Suns,85,-26,0,1
1985,2021-04-18,Indiana Pacers,117,Atlanta Hawks,129,12,1,0
1986,2021-04-18,New Orleans Pelicans,112,New York Knicks,122,10,1,0
1987,2021-04-18,Brooklyn Nets,107,Miami Heat,109,2,1,0
1988,2021-04-18,Portland Trail Blazers,101,Charlotte Hornets,109,8,1,0
1989,2021-04-18,Houston Rockets,114,Orlando Magic,110,-4,0,1
1990,2021-04-18,Oklahoma City Thunder,106,Toronto Raptors,112,6,1,0
1991,2021-04-18,Sacramento Kings,121,Dallas Mavericks,107,-14,0,1
1992,2021-04-18,Minnesota Timberwolves,105,Los Angeles Clippers,124,19,1,0
1993,2021-04-19,Cleveland Cavaliers,105,Detroit Pistons,109,4,1,0
1994,2021-04-19,Chicago Bulls,102,Boston Celtics,96,-6,0,1
1995,2021-04-19,Golden State Warriors,107,Philadelphia 76ers,96,-11,0,1
1996,2021-04-19,San Antonio Spurs,109,Indiana Pacers,94,-15,0,1
1997,2021-04-19,Houston Rockets,91,Miami Heat,113,22,1,0
1998,2021-04-19,Phoenix Suns,128,Milwaukee Bucks,127,-1,0,1
1999,2021-04-19,Oklahoma City Thunder,107,Washington Wizards,119,12,1,0
2000,2021-04-19,Memphis Grizzlies,137,Denver Nuggets,139,2,1,0
2001,2021-04-19,Utah Jazz,111,Los Angeles Lakers,97,-14,0,1
2002,2021-04-20,Orlando Magic,96,Atlanta Hawks,112,16,1,0
2003,2021-04-20,Brooklyn Nets,134,New Orleans Pelicans,129,-5,0,1
2004,2021-04-20,Charlotte Hornets,97,New York Knicks,109,12,1,0
2005,2021-04-20,Los Angeles Clippers,113,Portland Trail Blazers,112,-1,0,1
2006,2021-04-20,Minnesota Timberwolves,134,Sacramento Kings,120,-14,0,1
2007,2021-04-21,Chicago Bulls,105,Cleveland Cavaliers,121,16,1,0
2008,2021-04-21,Oklahoma City Thunder,116,Indiana Pacers,122,6,1,0
2009,2021-04-21,Phoenix Suns,116,Philadelphia 76ers,113,-3,0,1
2010,2021-04-21,Brooklyn Nets,103,Toronto Raptors,114,11,1,0
2011,2021-04-21,Golden State Warriors,114,Washington Wizards,118,4,1,0
2012,2021-04-21,Utah Jazz,112,Houston Rockets,89,-23,0,1
2013,2021-04-21,Atlanta Hawks,127,New York Knicks,137,10,1,0
2014,2021-04-21,Detroit Pistons,117,Dallas Mavericks,127,10,1,0
2015,2021-04-21,Miami Heat,107,San Antonio Spurs,87,-20,0,1
2016,2021-04-21,Memphis Grizzlies,105,Los Angeles Clippers,117,12,1,0
2017,2021-04-21,Denver Nuggets,106,Portland Trail Blazers,105,-1,0,1
2018,2021-04-21,Minnesota Timberwolves,125,Sacramento Kings,128,3,1,0
2019,2021-04-22,Phoenix Suns,86,Boston Celtics,99,13,1,0
2020,2021-04-22,Philadelphia 76ers,117,Milwaukee Bucks,124,7,1,0
2021,2021-04-22,New Orleans Pelicans,135,Orlando Magic,100,-35,0,1
2022,2021-04-22,Detroit Pistons,91,San Antonio Spurs,106,15,1,0
2023,2021-04-22,Charlotte Hornets,91,Chicago Bulls,108,17,1,0
2024,2021-04-22,Los Angeles Lakers,110,Dallas Mavericks,115,5,1,0
2025,2021-04-23,Miami Heat,103,Atlanta Hawks,118,15,1,0
2026,2021-04-23,Boston Celtics,104,Brooklyn Nets,109,5,1,0
2027,2021-04-23,Cleveland Cavaliers,102,Charlotte Hornets,108,6,1,0
2028,2021-04-23,Los Angeles Clippers,109,Houston Rockets,104,-5,0,1
2029,2021-04-23,Washington Wizards,129,Oklahoma City Thunder,109,-20,0,1
2030,2021-04-23,Denver Nuggets,97,Golden State Warriors,118,21,1,0
2031,2021-04-23,Memphis Grizzlies,130,Portland Trail Blazers,128,-2,0,1
2032,2021-04-24,Toronto Raptors,103,New York Knicks,120,17,1,0
2033,2021-04-24,Philadelphia 76ers,94,Milwaukee Bucks,132,38,1,0
2034,2021-04-24,Detroit Pistons,109,Indiana Pacers,115,6,1,0
2035,2021-04-24,Chicago Bulls,101,Miami Heat,106,5,1,0
2036,2021-04-24,San Antonio Spurs,110,New Orleans Pelicans,108,-2,0,1
2037,2021-04-24,Los Angeles Lakers,93,Dallas Mavericks,108,15,1,0
2038,2021-04-24,Minnesota Timberwolves,101,Utah Jazz,96,-5,0,1
2039,2021-04-24,Houston Rockets,116,Denver Nuggets,129,13,1,0
2040,2021-04-25,Boston Celtics,104,Charlotte Hornets,125,21,1,0
2041,2021-04-25,Phoenix Suns,119,Brooklyn Nets,128,9,1,0
2042,2021-04-25,Memphis Grizzlies,120,Portland Trail Blazers,113,-7,0,1
2043,2021-04-25,Cleveland Cavaliers,110,Washington Wizards,119,9,1,0
2044,2021-04-25,Milwaukee Bucks,104,Atlanta Hawks,111,7,1,0
2045,2021-04-25,Indiana Pacers,131,Orlando Magic,112,-19,0,1
2046,2021-04-25,Sacramento Kings,113,Golden State Warriors,117,4,1,0
2047,2021-04-26,Atlanta Hawks,86,Detroit Pistons,100,14,1,0
2048,2021-04-26,Los Angeles Lakers,114,Orlando Magic,103,-11,0,1
2049,2021-04-26,Oklahoma City Thunder,90,Philadelphia 76ers,121,31,1,0
2050,2021-04-26,San Antonio Spurs,146,Washington Wizards,143,-3,0,1
2051,2021-04-26,Phoenix Suns,118,New York Knicks,110,-8,0,1
2052,2021-04-26,Cleveland Cavaliers,96,Toronto Raptors,112,16,1,0
2053,2021-04-26,Chicago Bulls,110,Miami Heat,102,-8,0,1
2054,2021-04-26,Utah Jazz,104,Minnesota Timberwolves,105,1,1,0
2055,2021-04-26,Los Angeles Clippers,103,New Orleans Pelicans,120,17,1,0
2056,2021-04-26,Memphis Grizzlies,96,Denver Nuggets,120,24,1,0
2057,2021-04-26,Dallas Mavericks,106,Sacramento Kings,113,7,1,0
2058,2021-04-27,Oklahoma City Thunder,119,Boston Celtics,115,-4,0,1
2059,2021-04-27,Milwaukee Bucks,114,Charlotte Hornets,104,-10,0,1
2060,2021-04-27,Portland Trail Blazers,133,Indiana Pacers,112,-21,0,1
2061,2021-04-27,Brooklyn Nets,116,Toronto Raptors,103,-13,0,1
2062,2021-04-27,Minnesota Timberwolves,114,Houston Rockets,107,-7,0,1
2063,2021-04-27,Dallas Mavericks,133,Golden State Warriors,103,-30,0,1
2064,2021-04-28,Orlando Magic,109,Cleveland Cavaliers,104,-5,0,1
2065,2021-04-28,Atlanta Hawks,83,Philadelphia 76ers,127,44,1,0
2066,2021-04-28,Charlotte Hornets,111,Boston Celtics,120,9,1,0
2067,2021-04-28,Chicago Bulls,94,New York Knicks,113,19,1,0
2068,2021-04-28,Los Angeles Lakers,107,Washington Wizards,116,9,1,0
2069,2021-04-28,San Antonio Spurs,111,Miami Heat,116,5,1,0
2070,2021-04-28,New Orleans Pelicans,112,Denver Nuggets,114,2,1,0
2071,2021-04-28,Portland Trail Blazers,130,Memphis Grizzlies,109,-21,0,1
2072,2021-04-28,Los Angeles Clippers,101,Phoenix Suns,109,8,1,0
2073,2021-04-28,Utah Jazz,154,Sacramento Kings,105,-49,0,1
2074,2021-04-29,Dallas Mavericks,115,Detroit Pistons,105,-10,0,1
2075,2021-04-29,Brooklyn Nets,130,Indiana Pacers,113,-17,0,1
2076,2021-04-29,Milwaukee Bucks,136,Houston Rockets,143,7,1,0
2077,2021-04-29,Golden State Warriors,114,Minnesota Timberwolves,126,12,1,0
2078,2021-04-29,Toronto Raptors,111,Denver Nuggets,121,10,1,0
2079,2021-04-29,New Orleans Pelicans,109,Oklahoma City Thunder,95,-14,0,1
2080,2021-04-30,Atlanta Hawks,104,Philadelphia 76ers,126,22,1,0
2081,2021-04-30,San Antonio Spurs,140,Boston Celtics,143,3,1,0
2082,2021-04-30,Washington Wizards,122,Cleveland Cavaliers,93,-29,0,1
2083,2021-04-30,Portland Trail Blazers,128,Brooklyn Nets,109,-19,0,1
2084,2021-04-30,Orlando Magic,75,Memphis Grizzlies,92,17,1,0
2085,2021-04-30,Milwaukee Bucks,108,Chicago Bulls,98,-10,0,1
2086,2021-04-30,Utah Jazz,100,Phoenix Suns,121,21,1,0
2087,2021-04-30,Sacramento Kings,110,Los Angeles Lakers,106,-4,0,1
2088,2021-05-01,Detroit Pistons,94,Charlotte Hornets,107,13,1,0
2089,2021-05-01,Golden State Warriors,113,Houston Rockets,87,-26,0,1
2090,2021-05-01,Chicago Bulls,97,Atlanta Hawks,108,11,1,0
2091,2021-05-01,Miami Heat,124,Cleveland Cavaliers,107,-17,0,1
2092,2021-05-01,New Orleans Pelicans,140,Minnesota Timberwolves,136,-4,0,1
2093,2021-05-01,Indiana Pacers,152,Oklahoma City Thunder,95,-57,0,1
2094,2021-05-01,Memphis Grizzlies,111,Orlando Magic,112,1,1,0
2095,2021-05-01,Washington Wizards,124,Dallas Mavericks,125,1,1,0
2096,2021-05-01,Denver Nuggets,110,Los Angeles Clippers,104,-6,0,1
2097,2021-05-01,Toronto Raptors,102,Utah Jazz,106,4,1,0
2098,2021-05-02,Brooklyn Nets,114,Milwaukee Bucks,117,3,1,0
2099,2021-05-02,Portland Trail Blazers,129,Boston Celtics,119,-10,0,1
2100,2021-05-02,Miami Heat,121,Charlotte Hornets,111,-10,0,1
2101,2021-05-02,Sacramento Kings,111,Dallas Mavericks,99,-12,0,1
2102,2021-05-02,New York Knicks,122,Houston Rockets,97,-25,0,1
2103,2021-05-02,Phoenix Suns,123,Oklahoma City Thunder,120,-3,0,1
2104,2021-05-02,Philadelphia 76ers,113,San Antonio Spurs,111,-2,0,1
2105,2021-05-02,Toronto Raptors,121,Los Angeles Lakers,114,-7,0,1
2106,2021-05-03,Orlando Magic,119,Detroit Pistons,112,-7,0,1
2107,2021-05-03,Indiana Pacers,141,Washington Wizards,154,13,1,0
2108,2021-05-03,Golden State Warriors,123,New Orleans Pelicans,108,-15,0,1
2109,2021-05-03,Portland Trail Blazers,114,Atlanta Hawks,123,9,1,0
2110,2021-05-03,Philadelphia 76ers,106,Chicago Bulls,94,-12,0,1
2111,2021-05-03,New York Knicks,118,Memphis Grizzlies,104,-14,0,1
2112,2021-05-03,Denver Nuggets,89,Los Angeles Lakers,93,4,1,0
2113,2021-05-03,San Antonio Spurs,99,Utah Jazz,110,11,1,0
2114,2021-05-04,Phoenix Suns,134,Cleveland Cavaliers,118,-16,0,1
2115,2021-05-04,Charlotte Hornets,102,Detroit Pistons,99,-3,0,1
2116,2021-05-04,Brooklyn Nets,118,Milwaukee Bucks,124,6,1,0
2117,2021-05-04,Dallas Mavericks,127,Miami Heat,113,-14,0,1
2118,2021-05-04,Golden State Warriors,103,New Orleans Pelicans,108,5,1,0
2119,2021-05-04,Sacramento Kings,103,Oklahoma City Thunder,99,-4,0,1
2120,2021-05-04,Toronto Raptors,100,Los Angeles Clippers,105,5,1,0
2121,2021-05-05,Boston Celtics,132,Orlando Magic,96,-36,0,1
2122,2021-05-05,Portland Trail Blazers,141,Cleveland Cavaliers,105,-36,0,1
2123,2021-05-05,Phoenix Suns,103,Atlanta Hawks,135,32,1,0
2124,2021-05-05,Philadelphia 76ers,135,Houston Rockets,115,-20,0,1
2125,2021-05-05,Sacramento Kings,104,Indiana Pacers,93,-11,0,1
2126,2021-05-05,Washington Wizards,134,Milwaukee Bucks,135,1,1,0
2127,2021-05-05,Memphis Grizzlies,139,Minnesota Timberwolves,135,-4,0,1
2128,2021-05-05,New York Knicks,97,Denver Nuggets,113,16,1,0
2129,2021-05-05,San Antonio Spurs,94,Utah Jazz,126,32,1,0
2130,2021-05-06,Chicago Bulls,120,Charlotte Hornets,99,-21,0,1
2131,2021-05-06,Brooklyn Nets,109,Dallas Mavericks,113,4,1,0
2132,2021-05-06,Washington Wizards,131,Toronto Raptors,129,-2,0,1
2133,2021-05-06,Memphis Grizzlies,97,Detroit Pistons,111,14,1,0
2134,2021-05-06,Atlanta Hawks,126,Indiana Pacers,133,7,1,0
2135,2021-05-06,Oklahoma City Thunder,97,Golden State Warriors,118,21,1,0
2136,2021-05-06,Los Angeles Lakers,94,Los Angeles Clippers,118,24,1,0
2137,2021-05-07,New Orleans Pelicans,107,Philadelphia 76ers,109,2,1,0
2138,2021-05-07,Boston Celtics,99,Chicago Bulls,121,22,1,0
2139,2021-05-07,Orlando Magic,112,Charlotte Hornets,122,10,1,0
2140,2021-05-07,Minnesota Timberwolves,112,Miami Heat,121,9,1,0
2141,2021-05-07,Houston Rockets,133,Milwaukee Bucks,141,8,1,0
2142,2021-05-07,Cleveland Cavaliers,90,Dallas Mavericks,110,20,1,0
2143,2021-05-07,Denver Nuggets,120,Utah Jazz,127,7,1,0
2144,2021-05-07,New York Knicks,105,Phoenix Suns,128,23,1,0
2145,2021-05-07,Los Angeles Lakers,101,Portland Trail Blazers,106,5,1,0
2146,2021-05-07,San Antonio Spurs,113,Sacramento Kings,104,-9,0,1
2147,2021-05-08,Washington Wizards,133,Indiana Pacers,132,-1,0,1
2148,2021-05-08,Detroit Pistons,104,Philadelphia 76ers,118,14,1,0
2149,2021-05-08,Memphis Grizzlies,109,Toronto Raptors,99,-10,0,1
2150,2021-05-08,Brooklyn Nets,125,Denver Nuggets,119,-6,0,1
2151,2021-05-08,Oklahoma City Thunder,97,Golden State Warriors,136,39,1,0
2152,2021-05-08,San Antonio Spurs,102,Portland Trail Blazers,124,22,1,0
2153,2021-05-08,Houston Rockets,116,Utah Jazz,124,8,1,0
2154,2021-05-09,Miami Heat,130,Boston Celtics,124,-6,0,1
2155,2021-05-09,New York Knicks,106,Los Angeles Clippers,100,-6,0,1
2156,2021-05-09,New Orleans Pelicans,112,Charlotte Hornets,110,-2,0,1
2157,2021-05-09,Dallas Mavericks,124,Cleveland Cavaliers,97,-27,0,1
2158,2021-05-09,Minnesota Timberwolves,128,Orlando Magic,96,-32,0,1
2159,2021-05-09,Chicago Bulls,108,Detroit Pistons,96,-12,0,1
2160,2021-05-09,Phoenix Suns,110,Los Angeles Lakers,123,13,1,0
2161,2021-05-09,Oklahoma City Thunder,98,Sacramento Kings,126,28,1,0
2162,2021-05-10,Washington Wizards,124,Atlanta Hawks,125,1,1,0
2163,2021-05-10,Indiana Pacers,111,Cleveland Cavaliers,102,-9,0,1
2164,2021-05-10,New Orleans Pelicans,110,Memphis Grizzlies,115,5,1,0
2165,2021-05-10,Milwaukee Bucks,125,San Antonio Spurs,146,21,1,0
2166,2021-05-10,Utah Jazz,116,Golden State Warriors,119,3,1,0
2167,2021-05-10,Houston Rockets,129,Portland Trail Blazers,140,11,1,0
2168,2021-05-11,Denver Nuggets,117,Charlotte Hornets,112,-5,0,1
2169,2021-05-11,Minnesota Timberwolves,119,Detroit Pistons,100,-19,0,1
2170,2021-05-11,Miami Heat,129,Boston Celtics,121,-8,0,1
2171,2021-05-11,Los Angeles Clippers,115,Toronto Raptors,96,-19,0,1
2172,2021-05-11,Brooklyn Nets,115,Chicago Bulls,107,-8,0,1
2173,2021-05-11,Philadelphia 76ers,94,Indiana Pacers,103,9,1,0
2174,2021-05-11,Dallas Mavericks,104,Memphis Grizzlies,133,29,1,0
2175,2021-05-11,Orlando Magic,102,Milwaukee Bucks,114,12,1,0
2176,2021-05-11,Phoenix Suns,116,Golden State Warriors,122,6,1,0
2177,2021-05-11,New York Knicks,99,Los Angeles Lakers,101,2,1,0
2178,2021-05-11,Oklahoma City Thunder,106,Sacramento Kings,122,16,1,0
2179,2021-05-12,Washington Wizards,116,Atlanta Hawks,120,4,1,0
2180,2021-05-12,San Antonio Spurs,116,Brooklyn Nets,128,12,1,0
2181,2021-05-12,Boston Celtics,94,Cleveland Cavaliers,102,8,1,0
2182,2021-05-12,New Orleans Pelicans,107,Dallas Mavericks,125,18,1,0
2183,2021-05-12,Portland Trail Blazers,105,Utah Jazz,98,-7,0,1
2184,2021-05-12,Houston Rockets,122,Los Angeles Lakers,124,2,1,0
2185,2021-05-13,Los Angeles Clippers,113,Charlotte Hornets,90,-23,0,1
2186,2021-05-13,Milwaukee Bucks,142,Indiana Pacers,133,-9,0,1
2187,2021-05-13,Orlando Magic,93,Atlanta Hawks,116,23,1,0
2188,2021-05-13,Philadelphia 76ers,94,Miami Heat,106,12,1,0
2189,2021-05-13,San Antonio Spurs,98,New York Knicks,102,4,1,0
2190,2021-05-13,Toronto Raptors,102,Chicago Bulls,114,12,1,0
2191,2021-05-13,Sacramento Kings,110,Memphis Grizzlies,116,6,1,0
2192,2021-05-13,Denver Nuggets,114,Minnesota Timberwolves,103,-11,0,1
2193,2021-05-13,Portland Trail Blazers,117,Phoenix Suns,118,1,1,0
2194,2021-05-14,Cleveland Cavaliers,105,Washington Wizards,120,15,1,0
2195,2021-05-14,Denver Nuggets,104,Detroit Pistons,91,-13,0,1
2196,2021-05-14,Utah Jazz,109,Oklahoma City Thunder,93,-16,0,1
2197,2021-05-14,Orlando Magic,97,Philadelphia 76ers,122,25,1,0
2198,2021-05-14,Toronto Raptors,110,Dallas Mavericks,114,4,1,0
2199,2021-05-14,Los Angeles Clippers,115,Houston Rockets,122,7,1,0
2200,2021-05-14,Sacramento Kings,106,Memphis Grizzlies,107,1,1,0
2201,2021-05-14,New Orleans Pelicans,122,Golden State Warriors,125,3,1,0
2202,2021-05-15,Chicago Bulls,91,Brooklyn Nets,105,14,1,0
2203,2021-05-15,Los Angeles Lakers,122,Indiana Pacers,115,-7,0,1
2204,2021-05-15,Charlotte Hornets,109,New York Knicks,118,9,1,0
2205,2021-05-15,Boston Celtics,124,Minnesota Timberwolves,108,-16,0,1
2206,2021-05-15,Phoenix Suns,140,San Antonio Spurs,103,-37,0,1
2207,2021-05-15,Miami Heat,108,Milwaukee Bucks,122,14,1,0
2208,2021-05-16,Boston Celtics,92,New York Knicks,96,4,1,0
2209,2021-05-16,Indiana Pacers,125,Toronto Raptors,113,-12,0,1
2210,2021-05-16,Charlotte Hornets,110,Washington Wizards,115,5,1,0
2211,2021-05-16,Phoenix Suns,123,San Antonio Spurs,121,-2,0,1
2212,2021-05-16,Memphis Grizzlies,101,Golden State Warriors,113,12,1,0
2213,2021-05-16,Houston Rockets,95,Atlanta Hawks,124,29,1,0
2214,2021-05-16,Cleveland Cavaliers,109,Brooklyn Nets,123,14,1,0
2215,2021-05-16,Orlando Magic,117,Philadelphia 76ers,128,11,1,0
2216,2021-05-16,Miami Heat,120,Detroit Pistons,107,-13,0,1
2217,2021-05-16,Milwaukee Bucks,112,Chicago Bulls,118,6,1,0
2218,2021-05-16,Dallas Mavericks,121,Minnesota Timberwolves,136,15,1,0
2219,2021-05-16,Los Angeles Lakers,110,New Orleans Pelicans,98,-12,0,1
2220,2021-05-16,Los Angeles Clippers,112,Oklahoma City Thunder,117,5,1,0
2221,2021-05-16,Denver Nuggets,116,Portland Trail Blazers,132,16,1,0
2222,2021-05-16,Utah Jazz,121,Sacramento Kings,99,-22,0,1
2223,2021-05-18,Charlotte Hornets,117,Indiana Pacers,144,27,1,0
2224,2021-05-18,Washington Wizards,100,Boston Celtics,118,18,1,0
2225,2021-05-19,San Antonio Spurs,96,Memphis Grizzlies,100,4,1,0
2226,2021-05-19,Golden State Warriors,100,Los Angeles Lakers,103,3,1,0
2227,2021-05-20,Indiana Pacers,115,Washington Wizards,142,27,1,0
2228,2021-05-21,Memphis Grizzlies,117,Golden State Warriors,112,-5,0,1
2229,2021-05-22,Miami Heat,107,Milwaukee Bucks,109,2,1,0
2230,2021-05-22,Dallas Mavericks,113,Los Angeles Clippers,103,-10,0,1
2231,2021-05-22,Boston Celtics,93,Brooklyn Nets,104,11,1,0
